date;heure;variety;culture;bac;repetition;distance;PAR_140;PAR_down;PAR_percent;canope_colza;canope_feverole
09.06.2022;;Ma;Mo;3;1;75;118.4;81.94;69.20608108;sur;
09.06.2022;1:42:37 AM;Ma;Mo;3;1;75;156.07;81.24;52.05356571;sur;
09.06.2022;;Ma;Mo;3;1;85;127.62;90.94;71.25842344;sur;
09.06.2022;;Ma;Mo;3;1;85;114.07;89.59;78.53949329;sur;
09.06.2022;1:43:37 AM;Ma;Mo;3;1;85;163.65;90.44;55.26428353;sur;
09.06.2022;;Ma;Mo;3;1;95;121.93;96.37;79.03715246;sur;
09.06.2022;;Ma;Mo;3;1;95;115.61;96.62;83.57408529;sur;
09.06.2022;1:44:17 AM;Ma;Mo;3;1;95;173.68;96.68;55.66559189;sur;
09.06.2022;;Ma;Mo;3;1;105;182.89;112.3;61.40302914;sur;
09.06.2022;;Ma;Mo;3;1;105;113.8;113.5;99.73637961;sur;
09.06.2022;28.06.2022 01:44;Ma;Mo;3;1;105;140.35;112.9;80.44175276;sur;
09.06.2022;;Ma;Mo;3;1;115;140.62;117.6;83.62964016;sur;
09.06.2022;;Ma;Mo;3;1;115;180.88;118.2;65.34719151;sur;
09.06.2022;1:46:37 AM;Ma;Mo;3;1;115;157.15;118;75.08749602;sur;
09.06.2022;;Ma;Mo;3;1;140;154.17;149.6;97.03573977;sur;
09.06.2022;;Ma;Mo;3;1;140;180.18;148.5;82.41758242;sur;
09.06.2022;1:47:17 AM;Ma;Mo;3;1;140;111.36;148.7;133.5308908;sur;
09.06.2022;;Ma;Mo;3;2;5;178.29;1.28;0.71793146;sous;
09.06.2022;;Ma;Mo;3;2;5;134.93;1.27;0.941228785;sous;
09.06.2022;1:50:07 AM;Ma;Mo;3;2;5;117.32;1.34;1.142175247;sous;
09.06.2022;;Ma;Mo;3;2;15;154.44;0.555;0.359362859;sous;
09.06.2022;;Ma;Mo;3;2;15;137.91;0.52;0.377057501;sous;
09.06.2022;1:51:15 AM;Ma;Mo;3;2;15;179.61;0.54;0.300651411;sous;
09.06.2022;;Ma;Mo;3;2;25;148.48;0.88;0.592672414;sous;
09.06.2022;;Ma;Mo;3;2;25;118.68;0.86;0.724637681;sous;
09.06.2022;1:52:06 AM;Ma;Mo;3;2;25;131.41;0.87;0.662050072;sous;
09.06.2022;;Ma;Mo;3;2;35;115.97;15.86;13.67595068;sous;
09.06.2022;;Ma;Mo;3;2;35;179.35;15.9;8.865347087;sous;
09.06.2022;1:53:25 AM;Ma;Mo;3;2;35;154.98;15.77;10.17550652;sous;
09.06.2022;;Ma;Mo;3;2;45;114.61;1.11;0.968501876;sous;
09.06.2022;;Ma;Mo;3;2;45;110;1.46;1.327272727;sous;
09.06.2022;1:54:06 AM;Ma;Mo;3;2;45;158.67;1.27;0.800403353;sous;
09.06.2022;;Ma;Mo;3;2;55;136.83;10.25;7.491047285;sous;
09.06.2022;;Ma;Mo;3;2;55;110.55;7.15;6.467661692;sous;
09.06.2022;1:54:56 AM;Ma;Mo;3;2;55;109.73;5.37;4.893830311;sous;
09.06.2022;;Ma;Mo;3;2;65;154.17;73.99;47.99247584;sur;
09.06.2022;;Ma;Mo;3;2;65;176.93;73.25;41.40055389;sur;
09.06.2022;1:55:56 AM;Ma;Mo;3;2;65;176.11;73.37;41.66146159;sur;
09.06.2022;;Ma;Mo;3;2;75;128.97;81;62.80530356;sur;
09.06.2022;;Ma;Mo;3;2;75;149.02;80.7;54.15380486;sur;
09.06.2022;1:56:36 AM;Ma;Mo;3;2;75;108.92;81.27;74.61439589;sur;
09.06.2022;;Ma;Mo;3;2;85;176.93;90.97;51.41581416;sur;
09.06.2022;;Ma;Mo;3;2;85;137.37;90.21;65.66936012;sur;
09.06.2022;1:57:17 AM;Ma;Mo;3;2;85;157.42;90.8;57.68009148;sur;
09.06.2022;;Ma;Mo;3;2;95;137.55;103.1;74.95456198;sur;
09.06.2022;;Ma;Mo;3;2;95;166.1;103.8;62.49247441;sur;
09.06.2022;1:57:56 AM;Ma;Mo;3;2;95;148.75;104;69.91596639;sur;
09.06.2022;;Ma;Mo;3;2;105;154.17;118.9;77.12265681;sur;
09.06.2022;;Ma;Mo;3;2;105;108.92;119.3;109.5299302;sur;
09.06.2022;1:58:36 AM;Ma;Mo;3;2;105;174.22;120;68.87842957;sur;
09.06.2022;;Ma;Mo;3;2;115;146.04;138.1;94.56313339;sur;
09.06.2022;;Ma;Mo;3;2;115;175.58;137.8;78.48274291;sur;
09.06.2022;1:59:27 AM;Ma;Mo;3;2;115;176.66;131.7;74.54998302;sur;
09.06.2022;;Ma;Mo;3;2;140;153.36;156.5;102.04747;sur;
09.06.2022;;Ma;Mo;3;2;140;107.3;149.5;139.3289842;sur;
09.06.2022;2:00:06 AM;Ma;Mo;3;2;140;135.48;148.1;109.315028;sur;
