"","date","hour","sonde","value","variety","culture","bac","modality"
"1",2022-03-22,1899-12-31 16:30:00,"T_1",-3.63975,"Ma","As","4","Ma_As_4"
"2",2022-03-22,1899-12-31 16:45:00,"T_1",19.983512,"Ma","As","4","Ma_As_4"
"3",2022-03-22,1899-12-31 17:00:00,"T_1",20.440384,"Ma","As","4","Ma_As_4"
"4",2022-03-22,1899-12-31 17:15:00,"T_1",20.91712,"Ma","As","4","Ma_As_4"
"5",2022-03-22,1899-12-31 17:30:00,"T_1",21.453448,"Ma","As","4","Ma_As_4"
"6",2022-03-22,1899-12-31 17:45:00,"T_1",20.231812,"Ma","As","4","Ma_As_4"
"7",2022-03-22,1899-12-31 18:00:00,"T_1",20.728412,"Ma","As","4","Ma_As_4"
"8",2022-03-22,1899-12-31 18:15:00,"T_1",21.294536,"Ma","As","4","Ma_As_4"
"9",2022-03-22,1899-12-31 18:30:00,"T_1",20.857528,"Ma","As","4","Ma_As_4"
"10",2022-03-22,1899-12-31 18:45:00,"T_1",20.629092,"Ma","As","4","Ma_As_4"
"11",2022-03-22,1899-12-31 19:00:00,"T_1",20.539704,"Ma","As","4","Ma_As_4"
"12",2022-03-22,1899-12-31 19:15:00,"T_1",20.380792,"Ma","As","4","Ma_As_4"
"13",2022-03-22,1899-12-31 19:30:00,"T_1",20.12256,"Ma","As","4","Ma_As_4"
"14",2022-03-22,1899-12-31 19:45:00,"T_1",19.864328,"Ma","As","4","Ma_As_4"
"15",2022-03-22,1899-12-31 20:00:00,"T_1",19.695484,"Ma","As","4","Ma_As_4"
"16",2022-03-22,1899-12-31 20:15:00,"T_1",19.556436,"Ma","As","4","Ma_As_4"
"17",2022-03-22,1899-12-31 20:30:00,"T_1",19.447184,"Ma","As","4","Ma_As_4"
"18",2022-03-22,1899-12-31 20:45:00,"T_1",19.328,"Ma","As","4","Ma_As_4"
"19",2022-03-22,1899-12-31 21:00:00,"T_1",19.208816,"Ma","As","4","Ma_As_4"
"20",2022-03-22,1899-12-31 21:15:00,"T_1",19.119428,"Ma","As","4","Ma_As_4"
"21",2022-03-22,1899-12-31 21:30:00,"T_1",19.049904,"Ma","As","4","Ma_As_4"
"22",2022-03-22,1899-12-31 21:45:00,"T_1",18.970448,"Ma","As","4","Ma_As_4"
"23",2022-03-22,1899-12-31 22:00:00,"T_1",18.910856,"Ma","As","4","Ma_As_4"
"24",2022-03-22,1899-12-31 22:15:00,"T_1",18.821468,"Ma","As","4","Ma_As_4"
"25",2022-03-22,1899-12-31 22:30:00,"T_1",18.761876,"Ma","As","4","Ma_As_4"
"26",2022-03-22,1899-12-31 22:45:00,"T_1",18.692352,"Ma","As","4","Ma_As_4"
"27",2022-03-22,1899-12-31 23:00:00,"T_1",18.652624,"Ma","As","4","Ma_As_4"
"28",2022-03-22,1899-12-31 23:15:00,"T_1",18.5831,"Ma","As","4","Ma_As_4"
"29",2022-03-22,1899-12-31 23:30:00,"T_1",18.513576,"Ma","As","4","Ma_As_4"
"30",2022-03-22,1899-12-31 23:45:00,"T_1",18.404324,"Ma","As","4","Ma_As_4"
"31",2022-03-23,1899-12-31,"T_1",18.364596,"Ma","As","4","Ma_As_4"
"32",2022-03-23,1899-12-31 00:15:00,"T_1",18.305004,"Ma","As","4","Ma_As_4"
"33",2022-03-23,1899-12-31 00:30:00,"T_1",18.255344,"Ma","As","4","Ma_As_4"
"34",2022-03-23,1899-12-31 00:45:00,"T_1",18.165956,"Ma","As","4","Ma_As_4"
"35",2022-03-23,1899-12-31 01:00:00,"T_1",18.13616,"Ma","As","4","Ma_As_4"
"36",2022-03-23,1899-12-31 01:15:00,"T_1",18.0865,"Ma","As","4","Ma_As_4"
"37",2022-03-23,1899-12-31 01:30:00,"T_1",18.056704,"Ma","As","4","Ma_As_4"
"38",2022-03-23,1899-12-31 01:45:00,"T_1",17.947452,"Ma","As","4","Ma_As_4"
"39",2022-03-23,1899-12-31 02:00:00,"T_1",17.917656,"Ma","As","4","Ma_As_4"
"40",2022-03-23,1899-12-31 02:15:00,"T_1",17.848132,"Ma","As","4","Ma_As_4"
"41",2022-03-23,1899-12-31 02:30:00,"T_1",17.758744,"Ma","As","4","Ma_As_4"
"42",2022-03-23,1899-12-31 02:45:00,"T_1",17.679288,"Ma","As","4","Ma_As_4"
"43",2022-03-23,1899-12-31 03:00:00,"T_1",17.649492,"Ma","As","4","Ma_As_4"
"44",2022-03-23,1899-12-31 03:15:00,"T_1",17.570036,"Ma","As","4","Ma_As_4"
"45",2022-03-23,1899-12-31 03:30:00,"T_1",17.520376,"Ma","As","4","Ma_As_4"
"46",2022-03-23,1899-12-31 03:45:00,"T_1",17.510444,"Ma","As","4","Ma_As_4"
"47",2022-03-23,1899-12-31 04:00:00,"T_1",17.421056,"Ma","As","4","Ma_As_4"
"48",2022-03-23,1899-12-31 04:15:00,"T_1",17.351532,"Ma","As","4","Ma_As_4"
"49",2022-03-23,1899-12-31 04:30:00,"T_1",17.331668,"Ma","As","4","Ma_As_4"
"50",2022-03-23,1899-12-31 04:45:00,"T_1",17.272076,"Ma","As","4","Ma_As_4"
"51",2022-03-23,1899-12-31 05:00:00,"T_1",17.232348,"Ma","As","4","Ma_As_4"
"52",2022-03-23,1899-12-31 05:15:00,"T_1",17.172756,"Ma","As","4","Ma_As_4"
"53",2022-03-23,1899-12-31 05:30:00,"T_1",17.103232,"Ma","As","4","Ma_As_4"
"54",2022-03-23,1899-12-31 05:45:00,"T_1",17.053572,"Ma","As","4","Ma_As_4"
"55",2022-03-23,1899-12-31 06:00:00,"T_1",16.99398,"Ma","As","4","Ma_As_4"
"56",2022-03-23,1899-12-31 06:15:00,"T_1",16.924456,"Ma","As","4","Ma_As_4"
"57",2022-03-23,1899-12-31 06:30:00,"T_1",16.874796,"Ma","As","4","Ma_As_4"
"58",2022-03-23,1899-12-31 06:45:00,"T_1",16.835068,"Ma","As","4","Ma_As_4"
"59",2022-03-23,1899-12-31 07:00:00,"T_1",16.835068,"Ma","As","4","Ma_As_4"
"60",2022-03-23,1899-12-31 07:15:00,"T_1",16.79534,"Ma","As","4","Ma_As_4"
"61",2022-03-23,1899-12-31 07:30:00,"T_1",16.765544,"Ma","As","4","Ma_As_4"
"62",2022-03-23,1899-12-31 07:45:00,"T_1",16.954252,"Ma","As","4","Ma_As_4"
"63",2022-03-23,1899-12-31 08:00:00,"T_1",17.311804,"Ma","As","4","Ma_As_4"
"64",2022-03-23,1899-12-31 08:15:00,"T_1",17.68922,"Ma","As","4","Ma_As_4"
"65",2022-03-23,1899-12-31 08:30:00,"T_1",18.394392,"Ma","As","4","Ma_As_4"
"66",2052-01-01,1899-12-31,"T_1",21.433584,"Ma","As","4","Ma_As_4"
"67",2052-01-01,1899-12-31 00:15:00,"T_1",18.245412,"Ma","As","4","Ma_As_4"
"68",2052-01-01,1899-12-31 00:30:00,"T_1",15.65316,"Ma","As","4","Ma_As_4"
"69",2052-01-01,1899-12-31 00:45:00,"T_1",15.524044,"Ma","As","4","Ma_As_4"
"70",2052-01-01,1899-12-31 01:00:00,"T_1",15.822004,"Ma","As","4","Ma_As_4"
"71",2052-01-01,1899-12-31 01:15:00,"T_1",16.05044,"Ma","As","4","Ma_As_4"
"72",2052-01-01,1899-12-31 01:30:00,"T_1",16.030576,"Ma","As","4","Ma_As_4"
"73",2052-01-01,1899-12-31 01:45:00,"T_1",16.209352,"Ma","As","4","Ma_As_4"
"74",2052-01-01,1899-12-31 02:00:00,"T_1",16.507312,"Ma","As","4","Ma_As_4"
"75",2052-01-01,1899-12-31 02:15:00,"T_1",16.69602,"Ma","As","4","Ma_As_4"
"76",2052-01-01,1899-12-31 02:30:00,"T_1",16.705952,"Ma","As","4","Ma_As_4"
"77",2052-01-01,1899-12-31 02:45:00,"T_1",16.854932,"Ma","As","4","Ma_As_4"
"78",2052-01-01,1899-12-31 03:00:00,"T_1",16.74568,"Ma","As","4","Ma_As_4"
"79",2052-01-01,1899-12-31 03:15:00,"T_1",17.758744,"Ma","As","4","Ma_As_4"
"80",2052-01-01,1899-12-31 03:30:00,"T_1",19.645824,"Ma","As","4","Ma_As_4"
"81",2052-01-01,1899-12-31 03:45:00,"T_1",20.986644,"Ma","As","4","Ma_As_4"
"82",2052-01-01,1899-12-31 04:00:00,"T_1",22.198348,"Ma","As","4","Ma_As_4"
"83",2052-01-01,1899-12-31 04:15:00,"T_1",23.976176,"Ma","As","4","Ma_As_4"
"84",2052-01-01,1899-12-31 04:30:00,"T_1",21.880524,"Ma","As","4","Ma_As_4"
"85",2052-01-01,1899-12-31 04:45:00,"T_1",21.334264,"Ma","As","4","Ma_As_4"
"86",2052-01-01,1899-12-31 05:00:00,"T_1",21.274672,"Ma","As","4","Ma_As_4"
"87",2052-01-01,1899-12-31 05:15:00,"T_1",20.986644,"Ma","As","4","Ma_As_4"
"88",2052-01-01,1899-12-31 05:30:00,"T_1",21.642156,"Ma","As","4","Ma_As_4"
"89",2052-01-01,1899-12-31 05:45:00,"T_1",20.132492,"Ma","As","4","Ma_As_4"
"90",2052-01-01,1899-12-31 06:00:00,"T_1",20.211948,"Ma","As","4","Ma_As_4"
"91",2052-01-01,1899-12-31 06:15:00,"T_1",19.963648,"Ma","As","4","Ma_As_4"
"92",2052-01-01,1899-12-31 06:30:00,"T_1",19.37766,"Ma","As","4","Ma_As_4"
"93",2052-01-01,1899-12-31 06:45:00,"T_1",18.156024,"Ma","As","4","Ma_As_4"
"94",2052-01-01,1899-12-31 07:00:00,"T_1",16.020644,"Ma","As","4","Ma_As_4"
"95",2052-01-01,1899-12-31 07:15:00,"T_1",14.590436,"Ma","As","4","Ma_As_4"
"96",2052-01-01,1899-12-31 07:30:00,"T_1",13.289344,"Ma","As","4","Ma_As_4"
"97",2052-01-01,1899-12-31 07:45:00,"T_1",10.856004,"Ma","As","4","Ma_As_4"
"98",2052-01-01,1899-12-31 08:00:00,"T_1",9.49532,"Ma","As","4","Ma_As_4"
"99",2052-01-01,1899-12-31 08:15:00,"T_1",8.313412,"Ma","As","4","Ma_As_4"
"100",2052-01-01,1899-12-31 08:30:00,"T_1",7.737356,"Ma","As","4","Ma_As_4"
"101",2052-01-01,1899-12-31 08:45:00,"T_1",7.767152,"Ma","As","4","Ma_As_4"
"102",2052-01-01,1899-12-31 09:00:00,"T_1",7.667832,"Ma","As","4","Ma_As_4"
"103",2052-01-01,1899-12-31 09:15:00,"T_1",7.181164,"Ma","As","4","Ma_As_4"
"104",2052-01-01,1899-12-31 09:30:00,"T_1",5.5811188,"Ma","As","4","Ma_As_4"
"105",2052-01-01,1899-12-31 09:45:00,"T_1",3.3593304,"Ma","As","4","Ma_As_4"
"106",2052-01-01,1899-12-31 10:00:00,"T_1",2.1376944,"Ma","As","4","Ma_As_4"
"107",2052-01-01,1899-12-31 10:15:00,"T_1",1.7195572,"Ma","As","4","Ma_As_4"
"108",2052-01-01,1899-12-31 10:30:00,"T_1",1.4345088,"Ma","As","4","Ma_As_4"
"109",2052-01-01,1899-12-31 10:45:00,"T_1",1.2140184,"Ma","As","4","Ma_As_4"
"110",2052-01-01,1899-12-31 11:00:00,"T_1",1.1683312,"Ma","As","4","Ma_As_4"
"111",2052-01-01,1899-12-31 11:15:00,"T_1",0.253594,"Ma","As","4","Ma_As_4"
"112",2052-01-01,1899-12-31 11:30:00,"T_1",-0.0910464,"Ma","As","4","Ma_As_4"
"113",2052-01-01,1899-12-31 11:45:00,"T_1",0.3896624,"Ma","As","4","Ma_As_4"
"114",2052-01-01,1899-12-31 12:00:00,"T_1",0.278424,"Ma","As","4","Ma_As_4"
"115",2052-01-01,1899-12-31 12:15:00,"T_1",0.1711584,"Ma","As","4","Ma_As_4"
"116",2052-01-01,1899-12-31 12:30:00,"T_1",-0.0562844,"Ma","As","4","Ma_As_4"
"117",2052-01-01,1899-12-31 12:45:00,"T_1",-0.5965852,"Ma","As","4","Ma_As_4"
"118",2052-01-01,1899-12-31 13:00:00,"T_1",-1.0564368,"Ma","As","4","Ma_As_4"
"119",2052-01-01,1899-12-31 13:15:00,"T_1",-1.3494308,"Ma","As","4","Ma_As_4"
"120",2052-01-01,1899-12-31 13:30:00,"T_1",-1.6215676,"Ma","As","4","Ma_As_4"
"121",2052-01-01,1899-12-31 13:45:00,"T_1",-1.6761936,"Ma","As","4","Ma_As_4"
"122",2052-01-01,1899-12-31 14:00:00,"T_1",-1.1994576,"Ma","As","4","Ma_As_4"
"123",2052-01-01,1899-12-31 14:15:00,"T_1",-1.5182748,"Ma","As","4","Ma_As_4"
"124",2052-01-01,1899-12-31 14:30:00,"T_1",-1.539132,"Ma","As","4","Ma_As_4"
"125",2052-01-01,1899-12-31 14:45:00,"T_1",-1.4626556,"Ma","As","4","Ma_As_4"
"126",2052-01-01,1899-12-31 15:00:00,"T_1",-0.4128432,"Ma","As","4","Ma_As_4"
"127",2052-01-01,1899-12-31 15:15:00,"T_1",1.3252568,"Ma","As","4","Ma_As_4"
"128",2052-01-01,1899-12-31 15:30:00,"T_1",0.5088464,"Ma","As","4","Ma_As_4"
"129",2052-01-01,1899-12-31 15:45:00,"T_1",0.3390092,"Ma","As","4","Ma_As_4"
"130",2052-01-01,1899-12-31 16:00:00,"T_1",-0.0950192,"Ma","As","4","Ma_As_4"
"131",2052-01-01,1899-12-31 16:15:00,"T_1",-1.25607,"Ma","As","4","Ma_As_4"
"132",2052-01-01,1899-12-31 16:30:00,"T_1",-2.2701272,"Ma","As","4","Ma_As_4"
"133",2052-01-01,1899-12-31 16:45:00,"T_1",-1.414982,"Ma","As","4","Ma_As_4"
"134",2052-01-01,1899-12-31 17:00:00,"T_1",-1.6394452,"Ma","As","4","Ma_As_4"
"135",2052-01-01,1899-12-31 17:15:00,"T_1",-2.4985632,"Ma","As","4","Ma_As_4"
"136",2052-01-01,1899-12-31 17:30:00,"T_1",-2.9057752,"Ma","As","4","Ma_As_4"
"137",2052-01-01,1899-12-31 17:45:00,"T_1",-3.3040484,"Ma","As","4","Ma_As_4"
"138",2052-01-01,1899-12-31 18:00:00,"T_1",-3.2444564,"Ma","As","4","Ma_As_4"
"139",2052-01-01,1899-12-31 18:15:00,"T_1",-3.4252188,"Ma","As","4","Ma_As_4"
"140",2052-01-01,1899-12-31 18:30:00,"T_1",-3.570226,"Ma","As","4","Ma_As_4"
"141",2052-01-01,1899-12-31 18:45:00,"T_1",-3.7569476,"Ma","As","4","Ma_As_4"
"142",2052-01-01,1899-12-31 19:00:00,"T_1",-3.4718992,"Ma","As","4","Ma_As_4"
"143",2052-01-01,1899-12-31 19:15:00,"T_1",-3.6923896,"Ma","As","4","Ma_As_4"
"144",2052-01-01,1899-12-31 19:30:00,"T_1",-3.9436692,"Ma","As","4","Ma_As_4"
"145",2052-01-01,1899-12-31 19:45:00,"T_1",-3.5513552,"Ma","As","4","Ma_As_4"
"146",2052-01-01,1899-12-31 20:00:00,"T_1",-3.06866,"Ma","As","4","Ma_As_4"
"147",2052-01-01,1899-12-31 20:15:00,"T_1",-2.9862244,"Ma","As","4","Ma_As_4"
"148",2052-01-01,1899-12-31 20:30:00,"T_1",-1.7556496,"Ma","As","4","Ma_As_4"
"149",2052-01-01,1899-12-31 20:45:00,"T_1",-0.5300408,"Ma","As","4","Ma_As_4"
"150",2052-01-01,1899-12-31 21:00:00,"T_1",3.1805544,"Ma","As","4","Ma_As_4"
"151",2052-01-01,1899-12-31 21:15:00,"T_1",6.942796,"Ma","As","4","Ma_As_4"
"152",2052-01-01,1899-12-31 21:30:00,"T_1",8.889468,"Ma","As","4","Ma_As_4"
"153",2052-01-01,1899-12-31 21:45:00,"T_1",12.544444,"Ma","As","4","Ma_As_4"
"154",2052-01-01,1899-12-31 22:00:00,"T_1",18.652624,"Ma","As","4","Ma_As_4"
"155",2022-03-24,1899-12-31 09:15:00,"T_1",5.1292128,"Ma","As","4","Ma_As_4"
"156",2022-03-24,1899-12-31 09:30:00,"T_1",4.3892788,"Ma","As","4","Ma_As_4"
"157",2022-03-24,1899-12-31 09:45:00,"T_1",4.38034,"Ma","As","4","Ma_As_4"
"158",2022-03-24,1899-12-31 10:00:00,"T_1",4.3992108,"Ma","As","4","Ma_As_4"
"159",2022-03-24,1899-12-31 10:15:00,"T_1",8.8994,"Ma","As","4","Ma_As_4"
"160",2022-03-24,1899-12-31 10:30:00,"T_1",9.266884,"Ma","As","4","Ma_As_4"
"161",2022-03-24,1899-12-31 10:45:00,"T_1",9.29668,"Ma","As","4","Ma_As_4"
"162",2022-03-24,1899-12-31 11:00:00,"T_1",9.29668,"Ma","As","4","Ma_As_4"
"163",2022-03-24,1899-12-31 11:15:00,"T_1",9.316544,"Ma","As","4","Ma_As_4"
"164",2022-03-24,1899-12-31 11:30:00,"T_1",9.286748,"Ma","As","4","Ma_As_4"
"165",2022-03-24,1899-12-31 11:45:00,"T_1",9.29668,"Ma","As","4","Ma_As_4"
"166",2022-03-24,1899-12-31 12:00:00,"T_1",10.856004,"Ma","As","4","Ma_As_4"
"167",2022-03-24,1899-12-31 12:15:00,"T_1",14.183224,"Ma","As","4","Ma_As_4"
"168",2022-03-24,1899-12-31 12:30:00,"T_1",14.183224,"Ma","As","4","Ma_As_4"
"169",2022-03-24,1899-12-31 12:45:00,"T_1",14.203088,"Ma","As","4","Ma_As_4"
"170",2022-03-24,1899-12-31 13:00:00,"T_1",14.21302,"Ma","As","4","Ma_As_4"
"171",2022-03-24,1899-12-31 13:15:00,"T_1",14.203088,"Ma","As","4","Ma_As_4"
"172",2022-03-24,1899-12-31 13:30:00,"T_1",18.096432,"Ma","As","4","Ma_As_4"
"173",2022-03-24,1899-12-31 13:45:00,"T_1",19.069768,"Ma","As","4","Ma_As_4"
"174",2022-03-24,1899-12-31 14:00:00,"T_1",19.12936,"Ma","As","4","Ma_As_4"
"175",2022-03-24,1899-12-31 14:15:00,"T_1",19.169088,"Ma","As","4","Ma_As_4"
"176",2022-03-24,1899-12-31 14:30:00,"T_1",19.139292,"Ma","As","4","Ma_As_4"
"177",2022-03-24,1899-12-31 14:45:00,"T_1",19.159156,"Ma","As","4","Ma_As_4"
"178",2022-03-24,1899-12-31 15:00:00,"T_1",19.169088,"Ma","As","4","Ma_As_4"
"179",2022-03-24,1899-12-31 15:15:00,"T_1",21.870592,"Ma","As","4","Ma_As_4"
"180",2022-03-24,1899-12-31 15:30:00,"T_1",24.025836,"Ma","As","4","Ma_As_4"
"181",2022-03-24,1899-12-31 15:45:00,"T_1",24.075496,"Ma","As","4","Ma_As_4"
"182",2022-03-24,1899-12-31 16:00:00,"T_1",28.227072,"Ma","As","4","Ma_As_4"
"183",2022-03-24,1899-12-31 16:15:00,"T_1",28.991836,"Ma","As","4","Ma_As_4"
"184",2022-03-24,1899-12-31 16:30:00,"T_1",36.391176,"Ma","As","4","Ma_As_4"
"185",2022-03-24,1899-12-31 16:45:00,"T_1",38.903972,"Ma","As","4","Ma_As_4"
"186",2022-03-24,1899-12-31 17:00:00,"T_1",38.953632,"Ma","As","4","Ma_As_4"
"187",2022-03-28,1899-12-31 16:30:00,"T_1",23.330596,"Ma","As","4","Ma_As_4"
"188",2022-03-28,1899-12-31 16:45:00,"T_1",-6951.6945,"Ma","As","4","Ma_As_4"
"189",2022-03-28,1899-12-31 17:00:00,"T_1",23.022704,"Ma","As","4","Ma_As_4"
"190",2022-03-28,1899-12-31 17:15:00,"T_1",23.479576,"Ma","As","4","Ma_As_4"
"191",2022-03-28,1899-12-31 17:30:00,"T_1",24.323796,"Ma","As","4","Ma_As_4"
"192",2022-03-28,1899-12-31 17:45:00,"T_1",24.025836,"Ma","As","4","Ma_As_4"
"193",2022-03-28,1899-12-31 18:00:00,"T_1",24.532368,"Ma","As","4","Ma_As_4"
"194",2022-03-28,1899-12-31 18:15:00,"T_1",23.290868,"Ma","As","4","Ma_As_4"
"195",2022-03-28,1899-12-31 18:30:00,"T_1",22.20828,"Ma","As","4","Ma_As_4"
"196",2022-03-28,1899-12-31 18:45:00,"T_1",22.734676,"Ma","As","4","Ma_As_4"
"197",2022-03-28,1899-12-31 19:00:00,"T_1",23.986108,"Ma","As","4","Ma_As_4"
"198",2022-03-28,1899-12-31 19:15:00,"T_1",22.734676,"Ma","As","4","Ma_As_4"
"199",2022-03-28,1899-12-31 19:30:00,"T_1",19.894124,"Ma","As","4","Ma_As_4"
"200",2022-03-28,1899-12-31 19:45:00,"T_1",18.811536,"Ma","As","4","Ma_As_4"
"201",2022-03-28,1899-12-31 20:00:00,"T_1",17.699152,"Ma","As","4","Ma_As_4"
"202",2022-03-28,1899-12-31 20:15:00,"T_1",16.775476,"Ma","As","4","Ma_As_4"
"203",2022-03-28,1899-12-31 20:30:00,"T_1",16.666224,"Ma","As","4","Ma_As_4"
"204",2022-03-28,1899-12-31 20:45:00,"T_1",16.010712,"Ma","As","4","Ma_As_4"
"205",2022-03-28,1899-12-31 21:00:00,"T_1",15.434656,"Ma","As","4","Ma_As_4"
"206",2022-03-28,1899-12-31 21:15:00,"T_1",15.1069,"Ma","As","4","Ma_As_4"
"207",2022-03-28,1899-12-31 21:30:00,"T_1",14.669892,"Ma","As","4","Ma_As_4"
"208",2022-03-28,1899-12-31 21:45:00,"T_1",14.451388,"Ma","As","4","Ma_As_4"
"209",2022-03-28,1899-12-31 22:00:00,"T_1",14.481184,"Ma","As","4","Ma_As_4"
"210",2022-03-28,1899-12-31 22:15:00,"T_1",13.81574,"Ma","As","4","Ma_As_4"
"211",2022-03-28,1899-12-31 22:30:00,"T_1",12.812608,"Ma","As","4","Ma_As_4"
"212",2022-03-28,1899-12-31 22:45:00,"T_1",12.92186,"Ma","As","4","Ma_As_4"
"213",2022-03-28,1899-12-31 23:00:00,"T_1",12.951656,"Ma","As","4","Ma_As_4"
"214",2022-03-28,1899-12-31 23:15:00,"T_1",13.17016,"Ma","As","4","Ma_As_4"
"215",2022-03-28,1899-12-31 23:30:00,"T_1",13.259548,"Ma","As","4","Ma_As_4"
"216",2022-03-28,1899-12-31 23:45:00,"T_1",12.82254,"Ma","As","4","Ma_As_4"
"217",2022-03-29,1899-12-31,"T_1",11.968388,"Ma","As","4","Ma_As_4"
"218",2022-03-29,1899-12-31 00:15:00,"T_1",11.561176,"Ma","As","4","Ma_As_4"
"219",2022-03-29,1899-12-31 00:30:00,"T_1",11.43206,"Ma","As","4","Ma_As_4"
"220",2022-03-29,1899-12-31 00:45:00,"T_1",11.859136,"Ma","As","4","Ma_As_4"
"221",2022-03-29,1899-12-31 01:00:00,"T_1",11.82934,"Ma","As","4","Ma_As_4"
"222",2022-03-29,1899-12-31 01:15:00,"T_1",12.256416,"Ma","As","4","Ma_As_4"
"223",2022-03-29,1899-12-31 01:30:00,"T_1",12.445124,"Ma","As","4","Ma_As_4"
"224",2022-03-29,1899-12-31 01:45:00,"T_1",12.186892,"Ma","As","4","Ma_As_4"
"225",2022-03-29,1899-12-31 02:00:00,"T_1",11.749884,"Ma","As","4","Ma_As_4"
"226",2022-03-29,1899-12-31 02:15:00,"T_1",12.057776,"Ma","As","4","Ma_As_4"
"227",2022-03-29,1899-12-31 02:30:00,"T_1",11.749884,"Ma","As","4","Ma_As_4"
"228",2022-03-29,1899-12-31 02:45:00,"T_1",11.92866,"Ma","As","4","Ma_As_4"
"229",2022-03-29,1899-12-31 03:00:00,"T_1",11.451924,"Ma","As","4","Ma_As_4"
"230",2022-03-29,1899-12-31 03:15:00,"T_1",12.107436,"Ma","As","4","Ma_As_4"
"231",2022-03-29,1899-12-31 03:30:00,"T_1",12.057776,"Ma","As","4","Ma_As_4"
"232",2022-03-29,1899-12-31 03:45:00,"T_1",10.995052,"Ma","As","4","Ma_As_4"
"233",2022-03-29,1899-12-31 04:00:00,"T_1",11.511516,"Ma","As","4","Ma_As_4"
"234",2022-03-29,1899-12-31 04:15:00,"T_1",11.590972,"Ma","As","4","Ma_As_4"
"235",2022-03-29,1899-12-31 04:30:00,"T_1",12.286212,"Ma","As","4","Ma_As_4"
"236",2022-03-29,1899-12-31 04:45:00,"T_1",12.693424,"Ma","As","4","Ma_As_4"
"237",2022-03-29,1899-12-31 05:00:00,"T_1",12.355736,"Ma","As","4","Ma_As_4"
"238",2022-03-29,1899-12-31 05:15:00,"T_1",12.32594,"Ma","As","4","Ma_As_4"
"239",2022-03-29,1899-12-31 05:30:00,"T_1",11.551244,"Ma","As","4","Ma_As_4"
"240",2022-03-29,1899-12-31 05:45:00,"T_1",11.700224,"Ma","As","4","Ma_As_4"
"241",2022-03-29,1899-12-31 06:00:00,"T_1",10.955324,"Ma","As","4","Ma_As_4"
"242",2022-03-29,1899-12-31 06:15:00,"T_1",11.590972,"Ma","As","4","Ma_As_4"
"243",2022-03-29,1899-12-31 06:30:00,"T_1",11.471788,"Ma","As","4","Ma_As_4"
"244",2022-03-29,1899-12-31 06:45:00,"T_1",11.888932,"Ma","As","4","Ma_As_4"
"245",2022-03-29,1899-12-31 07:00:00,"T_1",12.02798,"Ma","As","4","Ma_As_4"
"246",2022-03-29,1899-12-31 07:15:00,"T_1",11.33274,"Ma","As","4","Ma_As_4"
"247",2022-03-29,1899-12-31 07:30:00,"T_1",11.18376,"Ma","As","4","Ma_As_4"
"248",2022-03-29,1899-12-31 07:45:00,"T_1",11.08444,"Ma","As","4","Ma_As_4"
"249",2022-03-29,1899-12-31 08:00:00,"T_1",11.144032,"Ma","As","4","Ma_As_4"
"250",2022-03-29,1899-12-31 08:15:00,"T_1",11.511516,"Ma","As","4","Ma_As_4"
"251",2022-03-29,1899-12-31 08:30:00,"T_1",11.28308,"Ma","As","4","Ma_As_4"
"252",2022-03-29,1899-12-31 08:45:00,"T_1",12.504716,"Ma","As","4","Ma_As_4"
"253",2022-03-29,1899-12-31 09:00:00,"T_1",13.259548,"Ma","As","4","Ma_As_4"
"254",2022-03-29,1899-12-31 09:15:00,"T_1",13.339004,"Ma","As","4","Ma_As_4"
"255",2022-03-29,1899-12-31 09:30:00,"T_1",13.41846,"Ma","As","4","Ma_As_4"
"256",2022-03-29,1899-12-31 09:45:00,"T_1",14.083904,"Ma","As","4","Ma_As_4"
"257",2022-03-29,1899-12-31 10:00:00,"T_1",14.878464,"Ma","As","4","Ma_As_4"
"258",2022-03-29,1899-12-31 10:15:00,"T_1",15.45452,"Ma","As","4","Ma_As_4"
"259",2022-03-29,1899-12-31 10:30:00,"T_1",15.633296,"Ma","As","4","Ma_As_4"
"260",2022-03-29,1899-12-31 10:45:00,"T_1",15.444588,"Ma","As","4","Ma_As_4"
"261",2022-03-29,1899-12-31 11:00:00,"T_1",15.275744,"Ma","As","4","Ma_As_4"
"262",2022-03-29,1899-12-31 11:15:00,"T_1",16.179556,"Ma","As","4","Ma_As_4"
"263",2022-03-29,1899-12-31 11:30:00,"T_1",18.126228,"Ma","As","4","Ma_As_4"
"264",2022-03-29,1899-12-31 11:45:00,"T_1",19.238612,"Ma","As","4","Ma_As_4"
"265",2022-03-29,1899-12-31 12:00:00,"T_1",20.082832,"Ma","As","4","Ma_As_4"
"266",2022-03-29,1899-12-31 12:15:00,"T_1",19.606096,"Ma","As","4","Ma_As_4"
"267",2022-03-29,1899-12-31 12:30:00,"T_1",19.536572,"Ma","As","4","Ma_As_4"
"268",2022-03-29,1899-12-31 12:45:00,"T_1",19.97358,"Ma","As","4","Ma_As_4"
"269",2022-03-29,1899-12-31 13:00:00,"T_1",19.87426,"Ma","As","4","Ma_As_4"
"270",2022-03-29,1899-12-31 13:15:00,"T_1",19.67562,"Ma","As","4","Ma_As_4"
"271",2022-03-29,1899-12-31 13:30:00,"T_1",20.02324,"Ma","As","4","Ma_As_4"
"272",2022-03-29,1899-12-31 13:45:00,"T_1",20.261608,"Ma","As","4","Ma_As_4"
