"","date_full","date","hour","sonde","value","variety","culture","bac","modality"
"1140",2022-04-02 20:15:00,2022-04-02,1899-12-31 20:15:00,"T_2",11.437668,"Ext",NA,NA,"Ext"
"1141",2022-04-02 20:30:00,2022-04-02,1899-12-31 20:30:00,"T_2",11.747482,"Ext",NA,NA,"Ext"
"1142",2022-04-02 20:45:00,2022-04-02,1899-12-31 20:45:00,"T_2",11.607566,"Ext",NA,NA,"Ext"
"1143",2022-04-02 21:00:00,2022-04-02,1899-12-31 21:00:00,"T_2",10.308346,"Ext",NA,NA,"Ext"
"1144",2022-04-02 21:15:00,2022-04-02,1899-12-31 21:15:00,"T_2",10.16843,"Ext",NA,NA,"Ext"
"1145",2022-04-02 21:30:00,2022-04-02,1899-12-31 21:30:00,"T_2",9.708706,"Ext",NA,NA,"Ext"
"1146",2022-04-02 21:45:00,2022-04-02,1899-12-31 21:45:00,"T_2",9.129054,"Ext",NA,NA,"Ext"
"1147",2022-04-02 22:00:00,2022-04-02,1899-12-31 22:00:00,"T_2",8.649342,"Ext",NA,NA,"Ext"
"1148",2022-04-02 22:15:00,2022-04-02,1899-12-31 22:15:00,"T_2",8.849222,"Ext",NA,NA,"Ext"
"1149",2022-04-02 22:30:00,2022-04-02,1899-12-31 22:30:00,"T_2",8.789258,"Ext",NA,NA,"Ext"
"1150",2022-04-02 22:45:00,2022-04-02,1899-12-31 22:45:00,"T_2",8.759276,"Ext",NA,NA,"Ext"
"1151",2022-04-02 23:00:00,2022-04-02,1899-12-31 23:00:00,"T_2",8.7193,"Ext",NA,NA,"Ext"
"1152",2022-04-02 23:15:00,2022-04-02,1899-12-31 23:15:00,"T_2",8.679324,"Ext",NA,NA,"Ext"
"1153",2022-04-02 23:30:00,2022-04-02,1899-12-31 23:30:00,"T_2",8.649342,"Ext",NA,NA,"Ext"
"1154",2022-04-02 23:45:00,2022-04-02,1899-12-31 23:45:00,"T_2",8.609366,"Ext",NA,NA,"Ext"
"1155",2022-04-02,2022-04-02,1899-12-31,"T_2",8.509426,"Ext",NA,NA,"Ext"
"1156",2022-04-03 00:15:00,2022-04-03,1899-12-31 00:15:00,"T_2",8.409486,"Ext",NA,NA,"Ext"
"1157",2022-04-03 00:30:00,2022-04-03,1899-12-31 00:30:00,"T_2",8.41948,"Ext",NA,NA,"Ext"
"1158",2022-04-03 00:45:00,2022-04-03,1899-12-31 00:45:00,"T_2",8.299552,"Ext",NA,NA,"Ext"
"1159",2022-04-03 01:00:00,2022-04-03,1899-12-31 01:00:00,"T_2",8.2196,"Ext",NA,NA,"Ext"
"1160",2022-04-03 01:15:00,2022-04-03,1899-12-31 01:15:00,"T_2",8.2196,"Ext",NA,NA,"Ext"
"1161",2022-04-03 01:30:00,2022-04-03,1899-12-31 01:30:00,"T_2",8.189618,"Ext",NA,NA,"Ext"
"1162",2022-04-03 01:45:00,2022-04-03,1899-12-31 01:45:00,"T_2",8.179624,"Ext",NA,NA,"Ext"
"1163",2022-04-03 02:00:00,2022-04-03,1899-12-31 02:00:00,"T_2",8.129654,"Ext",NA,NA,"Ext"
"1164",2022-04-03 02:15:00,2022-04-03,1899-12-31 02:15:00,"T_2",8.11966,"Ext",NA,NA,"Ext"
"1165",2022-04-03 02:30:00,2022-04-03,1899-12-31 02:30:00,"T_2",8.089678,"Ext",NA,NA,"Ext"
"1166",2022-04-03 02:45:00,2022-04-03,1899-12-31 02:45:00,"T_2",7.979744,"Ext",NA,NA,"Ext"
"1167",2022-04-03 03:00:00,2022-04-03,1899-12-31 03:00:00,"T_2",7.859816,"Ext",NA,NA,"Ext"
"1168",2022-04-03 03:15:00,2022-04-03,1899-12-31 03:15:00,"T_2",7.739888,"Ext",NA,NA,"Ext"
"1169",2022-04-03 03:30:00,2022-04-03,1899-12-31 03:30:00,"T_2",7.7199,"Ext",NA,NA,"Ext"
"1170",2022-04-03 03:45:00,2022-04-03,1899-12-31 03:45:00,"T_2",7.61996,"Ext",NA,NA,"Ext"
"1171",2022-04-03 04:00:00,2022-04-03,1899-12-31 04:00:00,"T_2",7.380104,"Ext",NA,NA,"Ext"
"1172",2022-04-03 04:15:00,2022-04-03,1899-12-31 04:15:00,"T_2",7.240188,"Ext",NA,NA,"Ext"
"1173",2022-04-03 04:30:00,2022-04-03,1899-12-31 04:30:00,"T_2",7.2202,"Ext",NA,NA,"Ext"
"1174",2022-04-03 04:45:00,2022-04-03,1899-12-31 04:45:00,"T_2",7.160236,"Ext",NA,NA,"Ext"
"1175",2022-04-03 05:00:00,2022-04-03,1899-12-31 05:00:00,"T_2",7.210206,"Ext",NA,NA,"Ext"
"1176",2022-04-03 05:15:00,2022-04-03,1899-12-31 05:15:00,"T_2",7.090278,"Ext",NA,NA,"Ext"
"1177",2022-04-03 05:30:00,2022-04-03,1899-12-31 05:30:00,"T_2",6.940368,"Ext",NA,NA,"Ext"
"1178",2022-04-03 05:45:00,2022-04-03,1899-12-31 05:45:00,"T_2",6.790458,"Ext",NA,NA,"Ext"
"1179",2022-04-03 06:00:00,2022-04-03,1899-12-31 06:00:00,"T_2",6.790458,"Ext",NA,NA,"Ext"
"1180",2022-04-03 06:15:00,2022-04-03,1899-12-31 06:15:00,"T_2",6.7145036,"Ext",NA,NA,"Ext"
"1181",2022-04-03 06:30:00,2022-04-03,1899-12-31 06:30:00,"T_2",6.7185012,"Ext",NA,NA,"Ext"
"1182",2022-04-03 06:45:00,2022-04-03,1899-12-31 06:45:00,"T_2",7.510026,"Ext",NA,NA,"Ext"
"1183",2022-04-03 07:00:00,2022-04-03,1899-12-31 07:00:00,"T_2",8.31954,"Ext",NA,NA,"Ext"
"1184",2022-04-03 07:15:00,2022-04-03,1899-12-31 07:15:00,"T_2",8.889198,"Ext",NA,NA,"Ext"
"1185",2022-04-03 07:30:00,2022-04-03,1899-12-31 07:30:00,"T_2",9.998532,"Ext",NA,NA,"Ext"
"1186",2022-04-03 07:45:00,2022-04-03,1899-12-31 07:45:00,"T_2",10.608166,"Ext",NA,NA,"Ext"
"1187",2022-04-03 08:00:00,2022-04-03,1899-12-31 08:00:00,"T_2",11.01792,"Ext",NA,NA,"Ext"
"1188",2022-04-03 08:15:00,2022-04-03,1899-12-31 08:15:00,"T_2",11.447662,"Ext",NA,NA,"Ext"
"1189",2022-04-03 08:30:00,2022-04-03,1899-12-31 08:30:00,"T_2",11.857416,"Ext",NA,NA,"Ext"
"1190",2022-04-03 08:45:00,2022-04-03,1899-12-31 08:45:00,"T_2",12.277164,"Ext",NA,NA,"Ext"
"1191",2022-04-03 09:00:00,2022-04-03,1899-12-31 09:00:00,"T_2",12.547002,"Ext",NA,NA,"Ext"
"1192",2022-04-03 09:15:00,2022-04-03,1899-12-31 09:15:00,"T_2",12.537008,"Ext",NA,NA,"Ext"
"1193",2022-04-03 09:30:00,2022-04-03,1899-12-31 09:30:00,"T_2",12.626954,"Ext",NA,NA,"Ext"
"1194",2022-04-03 09:45:00,2022-04-03,1899-12-31 09:45:00,"T_2",12.487038,"Ext",NA,NA,"Ext"
"1195",2022-04-03 10:00:00,2022-04-03,1899-12-31 10:00:00,"T_2",12.047302,"Ext",NA,NA,"Ext"
"1196",2022-04-03 10:15:00,2022-04-03,1899-12-31 10:15:00,"T_2",10.96795,"Ext",NA,NA,"Ext"
"1197",2022-04-03 10:30:00,2022-04-03,1899-12-31 10:30:00,"T_2",10.638148,"Ext",NA,NA,"Ext"
"1198",2022-04-03 10:45:00,2022-04-03,1899-12-31 10:45:00,"T_2",10.977944,"Ext",NA,NA,"Ext"
"1199",2022-04-03 11:00:00,2022-04-03,1899-12-31 11:00:00,"T_2",10.997932,"Ext",NA,NA,"Ext"
"1200",2022-04-03 11:15:00,2022-04-03,1899-12-31 11:15:00,"T_2",11.127854,"Ext",NA,NA,"Ext"
"1201",2022-04-03 11:30:00,2022-04-03,1899-12-31 11:30:00,"T_2",11.277764,"Ext",NA,NA,"Ext"
"1202",2022-04-03 11:45:00,2022-04-03,1899-12-31 11:45:00,"T_2",11.307746,"Ext",NA,NA,"Ext"
"1203",2022-04-03 12:00:00,2022-04-03,1899-12-31 12:00:00,"T_2",11.36771,"Ext",NA,NA,"Ext"
"1204",2022-04-03 12:15:00,2022-04-03,1899-12-31 12:15:00,"T_2",11.527614,"Ext",NA,NA,"Ext"
"1205",2022-04-03 12:30:00,2022-04-03,1899-12-31 12:30:00,"T_2",11.397692,"Ext",NA,NA,"Ext"
"1206",2022-04-03 12:45:00,2022-04-03,1899-12-31 12:45:00,"T_2",11.41768,"Ext",NA,NA,"Ext"
"1207",2022-04-03 13:00:00,2022-04-03,1899-12-31 13:00:00,"T_2",11.507626,"Ext",NA,NA,"Ext"
"1208",2022-04-03 13:15:00,2022-04-03,1899-12-31 13:15:00,"T_2",11.437668,"Ext",NA,NA,"Ext"
"1209",2022-04-03 13:30:00,2022-04-03,1899-12-31 13:30:00,"T_2",11.187818,"Ext",NA,NA,"Ext"
"1210",2022-04-03 13:45:00,2022-04-03,1899-12-31 13:45:00,"T_2",11.127854,"Ext",NA,NA,"Ext"
"1211",2022-04-03 14:00:00,2022-04-03,1899-12-31 14:00:00,"T_2",11.227794,"Ext",NA,NA,"Ext"
"1212",2022-04-03 14:15:00,2022-04-03,1899-12-31 14:15:00,"T_2",11.357716,"Ext",NA,NA,"Ext"
"1213",2022-04-03 14:30:00,2022-04-03,1899-12-31 14:30:00,"T_2",11.187818,"Ext",NA,NA,"Ext"
"1214",2022-04-03 14:45:00,2022-04-03,1899-12-31 14:45:00,"T_2",11.337728,"Ext",NA,NA,"Ext"
"1215",2022-04-03 15:00:00,2022-04-03,1899-12-31 15:00:00,"T_2",11.747482,"Ext",NA,NA,"Ext"
"1216",2022-04-03 15:15:00,2022-04-03,1899-12-31 15:15:00,"T_2",11.877404,"Ext",NA,NA,"Ext"
"1217",2022-04-03 15:30:00,2022-04-03,1899-12-31 15:30:00,"T_2",11.807446,"Ext",NA,NA,"Ext"
"1218",2022-04-03 15:45:00,2022-04-03,1899-12-31 15:45:00,"T_2",11.91738,"Ext",NA,NA,"Ext"
"1219",2022-04-03 16:00:00,2022-04-03,1899-12-31 16:00:00,"T_2",11.647542,"Ext",NA,NA,"Ext"
"1220",2022-04-03 16:15:00,2022-04-03,1899-12-31 16:15:00,"T_2",11.91738,"Ext",NA,NA,"Ext"
"1221",2022-04-03 16:30:00,2022-04-03,1899-12-31 16:30:00,"T_2",11.977344,"Ext",NA,NA,"Ext"
"1222",2022-04-03 16:45:00,2022-04-03,1899-12-31 16:45:00,"T_2",12.247182,"Ext",NA,NA,"Ext"
"1223",2022-04-03 17:00:00,2022-04-03,1899-12-31 17:00:00,"T_2",12.46705,"Ext",NA,NA,"Ext"
"1224",2022-04-03 17:15:00,2022-04-03,1899-12-31 17:15:00,"T_2",12.606966,"Ext",NA,NA,"Ext"
"1225",2022-04-03 17:30:00,2022-04-03,1899-12-31 17:30:00,"T_2",12.137248,"Ext",NA,NA,"Ext"
"1226",2022-04-03 17:45:00,2022-04-03,1899-12-31 17:45:00,"T_2",12.357116,"Ext",NA,NA,"Ext"
"1227",2022-04-03 18:00:00,2022-04-03,1899-12-31 18:00:00,"T_2",12.636948,"Ext",NA,NA,"Ext"
"1228",2022-04-03 18:15:00,2022-04-03,1899-12-31 18:15:00,"T_2",12.107266,"Ext",NA,NA,"Ext"
"1229",2022-04-03 18:30:00,2022-04-03,1899-12-31 18:30:00,"T_2",11.957356,"Ext",NA,NA,"Ext"
"1230",2022-04-03 18:45:00,2022-04-03,1899-12-31 18:45:00,"T_2",11.847422,"Ext",NA,NA,"Ext"
"1231",2022-04-03 19:00:00,2022-04-03,1899-12-31 19:00:00,"T_2",11.46765,"Ext",NA,NA,"Ext"
"1232",2022-04-03 19:15:00,2022-04-03,1899-12-31 19:15:00,"T_2",11.277764,"Ext",NA,NA,"Ext"
"1233",2022-04-03 19:30:00,2022-04-03,1899-12-31 19:30:00,"T_2",11.157836,"Ext",NA,NA,"Ext"
"1234",2022-04-03 19:45:00,2022-04-03,1899-12-31 19:45:00,"T_2",11.047902,"Ext",NA,NA,"Ext"
"1235",2022-04-03 20:00:00,2022-04-03,1899-12-31 20:00:00,"T_2",10.977944,"Ext",NA,NA,"Ext"
"1236",2022-04-03 20:15:00,2022-04-03,1899-12-31 20:15:00,"T_2",10.798052,"Ext",NA,NA,"Ext"
"1237",2022-04-03 20:30:00,2022-04-03,1899-12-31 20:30:00,"T_2",10.648142,"Ext",NA,NA,"Ext"
"1238",2022-04-03 20:45:00,2022-04-03,1899-12-31 20:45:00,"T_2",9.808646,"Ext",NA,NA,"Ext"
"1239",2022-04-03 21:00:00,2022-04-03,1899-12-31 21:00:00,"T_2",9.139048,"Ext",NA,NA,"Ext"
"1240",2022-04-03 21:15:00,2022-04-03,1899-12-31 21:15:00,"T_2",8.899192,"Ext",NA,NA,"Ext"
"1241",2022-04-03 21:30:00,2022-04-03,1899-12-31 21:30:00,"T_2",8.689318,"Ext",NA,NA,"Ext"
"1242",2022-04-03 21:45:00,2022-04-03,1899-12-31 21:45:00,"T_2",8.629354,"Ext",NA,NA,"Ext"
"1243",2022-04-03 22:00:00,2022-04-03,1899-12-31 22:00:00,"T_2",8.549402,"Ext",NA,NA,"Ext"
"1244",2022-04-03 22:15:00,2022-04-03,1899-12-31 22:15:00,"T_2",8.379504,"Ext",NA,NA,"Ext"
"1245",2022-04-03 22:30:00,2022-04-03,1899-12-31 22:30:00,"T_2",8.189618,"Ext",NA,NA,"Ext"
"1246",2022-04-03 22:45:00,2022-04-03,1899-12-31 22:45:00,"T_2",8.009726,"Ext",NA,NA,"Ext"
"1247",2022-04-03 23:00:00,2022-04-03,1899-12-31 23:00:00,"T_2",7.839828,"Ext",NA,NA,"Ext"
"1248",2022-04-03 23:15:00,2022-04-03,1899-12-31 23:15:00,"T_2",7.689918,"Ext",NA,NA,"Ext"
"1249",2022-04-03 23:30:00,2022-04-03,1899-12-31 23:30:00,"T_2",7.589978,"Ext",NA,NA,"Ext"
"1250",2022-04-03 23:45:00,2022-04-03,1899-12-31 23:45:00,"T_2",7.61996,"Ext",NA,NA,"Ext"
"1251",2022-04-03,2022-04-03,1899-12-31,"T_2",7.510026,"Ext",NA,NA,"Ext"
"1252",2022-04-04 00:15:00,2022-04-04,1899-12-31 00:15:00,"T_2",7.480044,"Ext",NA,NA,"Ext"
"1253",2022-04-04 00:30:00,2022-04-04,1899-12-31 00:30:00,"T_2",7.37011,"Ext",NA,NA,"Ext"
"1254",2022-04-04 00:45:00,2022-04-04,1899-12-31 00:45:00,"T_2",7.47005,"Ext",NA,NA,"Ext"
"1255",2022-04-04 01:00:00,2022-04-04,1899-12-31 01:00:00,"T_2",7.410086,"Ext",NA,NA,"Ext"
"1256",2022-04-04 01:15:00,2022-04-04,1899-12-31 01:15:00,"T_2",7.340128,"Ext",NA,NA,"Ext"
"1257",2022-04-04 01:30:00,2022-04-04,1899-12-31 01:30:00,"T_2",7.32014,"Ext",NA,NA,"Ext"
"1258",2022-04-04 01:45:00,2022-04-04,1899-12-31 01:45:00,"T_2",7.27017,"Ext",NA,NA,"Ext"
"1259",2022-04-04 02:00:00,2022-04-04,1899-12-31 02:00:00,"T_2",7.12026,"Ext",NA,NA,"Ext"
"1260",2022-04-04 02:15:00,2022-04-04,1899-12-31 02:15:00,"T_2",7.060296,"Ext",NA,NA,"Ext"
"1261",2022-04-04 02:30:00,2022-04-04,1899-12-31 02:30:00,"T_2",7.000332,"Ext",NA,NA,"Ext"
"1262",2022-04-04 02:45:00,2022-04-04,1899-12-31 02:45:00,"T_2",7.100272,"Ext",NA,NA,"Ext"
"1263",2022-04-04 03:00:00,2022-04-04,1899-12-31 03:00:00,"T_2",7.010326,"Ext",NA,NA,"Ext"
"1264",2022-04-04 03:15:00,2022-04-04,1899-12-31 03:15:00,"T_2",6.900392,"Ext",NA,NA,"Ext"
"1265",2022-04-04 03:30:00,2022-04-04,1899-12-31 03:30:00,"T_2",6.890398,"Ext",NA,NA,"Ext"
"1266",2022-04-04 03:45:00,2022-04-04,1899-12-31 03:45:00,"T_2",6.900392,"Ext",NA,NA,"Ext"
"1267",2022-04-04 04:00:00,2022-04-04,1899-12-31 04:00:00,"T_2",6.675527,"Ext",NA,NA,"Ext"
"1268",2022-04-04 04:15:00,2022-04-04,1899-12-31 04:15:00,"T_2",6.4916374,"Ext",NA,NA,"Ext"
"1269",2022-04-04 04:30:00,2022-04-04,1899-12-31 04:30:00,"T_2",6.310746,"Ext",NA,NA,"Ext"
"1270",2022-04-04 04:45:00,2022-04-04,1899-12-31 04:45:00,"T_2",6.115863,"Ext",NA,NA,"Ext"
"1271",2022-04-04 05:00:00,2022-04-04,1899-12-31 05:00:00,"T_2",5.9989332,"Ext",NA,NA,"Ext"
"1272",2022-04-04 05:15:00,2022-04-04,1899-12-31 05:15:00,"T_2",5.7740682,"Ext",NA,NA,"Ext"
"1273",2022-04-04 05:30:00,2022-04-04,1899-12-31 05:30:00,"T_2",5.5731888,"Ext",NA,NA,"Ext"
"1274",2022-04-04 05:45:00,2022-04-04,1899-12-31 05:45:00,"T_2",5.4982338,"Ext",NA,NA,"Ext"
"1275",2022-04-04 06:00:00,2022-04-04,1899-12-31 06:00:00,"T_2",5.551202,"Ext",NA,NA,"Ext"
"1276",2022-04-04 06:15:00,2022-04-04,1899-12-31 06:15:00,"T_2",5.406289,"Ext",NA,NA,"Ext"
"1277",2022-04-04 06:30:00,2022-04-04,1899-12-31 06:30:00,"T_2",5.3773064,"Ext",NA,NA,"Ext"
"1278",2022-04-04 06:45:00,2022-04-04,1899-12-31 06:45:00,"T_2",6.3267364,"Ext",NA,NA,"Ext"
"1279",2022-04-04 07:00:00,2022-04-04,1899-12-31 07:00:00,"T_2",8.049702,"Ext",NA,NA,"Ext"
"1280",2022-04-04 07:15:00,2022-04-04,1899-12-31 07:15:00,"T_2",8.999132,"Ext",NA,NA,"Ext"
"1281",2022-04-04 07:30:00,2022-04-04,1899-12-31 07:30:00,"T_2",9.7187,"Ext",NA,NA,"Ext"
"1282",2022-04-04 07:45:00,2022-04-04,1899-12-31 07:45:00,"T_2",10.298352,"Ext",NA,NA,"Ext"
"1283",2022-04-04 08:00:00,2022-04-04,1899-12-31 08:00:00,"T_2",10.798052,"Ext",NA,NA,"Ext"
"1284",2022-04-04 08:15:00,2022-04-04,1899-12-31 08:15:00,"T_2",11.307746,"Ext",NA,NA,"Ext"
"1285",2022-04-04 08:30:00,2022-04-04,1899-12-31 08:30:00,"T_2",11.777464,"Ext",NA,NA,"Ext"
"1286",2022-04-04 08:45:00,2022-04-04,1899-12-31 08:45:00,"T_2",12.147242,"Ext",NA,NA,"Ext"
"1287",2022-04-04 09:00:00,2022-04-04,1899-12-31 09:00:00,"T_2",12.06729,"Ext",NA,NA,"Ext"
"1288",2022-04-04 09:15:00,2022-04-04,1899-12-31 09:15:00,"T_2",11.777464,"Ext",NA,NA,"Ext"
"1289",2022-04-04 09:30:00,2022-04-04,1899-12-31 09:30:00,"T_2",11.887398,"Ext",NA,NA,"Ext"
"1290",2022-04-04 09:45:00,2022-04-04,1899-12-31 09:45:00,"T_2",11.887398,"Ext",NA,NA,"Ext"
"1291",2022-04-04 10:00:00,2022-04-04,1899-12-31 10:00:00,"T_2",11.957356,"Ext",NA,NA,"Ext"
"1292",2022-04-04 10:15:00,2022-04-04,1899-12-31 10:15:00,"T_2",12.257176,"Ext",NA,NA,"Ext"
"1293",2022-04-04 10:30:00,2022-04-04,1899-12-31 10:30:00,"T_2",12.16723,"Ext",NA,NA,"Ext"
"1294",2022-04-04 10:45:00,2022-04-04,1899-12-31 10:45:00,"T_2",11.887398,"Ext",NA,NA,"Ext"
"1295",2022-04-04 11:00:00,2022-04-04,1899-12-31 11:00:00,"T_2",11.807446,"Ext",NA,NA,"Ext"
"1296",2022-04-04 11:15:00,2022-04-04,1899-12-31 11:15:00,"T_2",11.897392,"Ext",NA,NA,"Ext"
"1297",2022-04-04 11:30:00,2022-04-04,1899-12-31 11:30:00,"T_2",12.327134,"Ext",NA,NA,"Ext"
"1298",2022-04-04 11:45:00,2022-04-04,1899-12-31 11:45:00,"T_2",12.806846,"Ext",NA,NA,"Ext"
"1299",2022-04-04 12:00:00,2022-04-04,1899-12-31 12:00:00,"T_2",12.91678,"Ext",NA,NA,"Ext"
"1300",2022-04-04 12:15:00,2022-04-04,1899-12-31 12:15:00,"T_2",12.656936,"Ext",NA,NA,"Ext"
"1301",2022-04-04 12:30:00,2022-04-04,1899-12-31 12:30:00,"T_2",12.407086,"Ext",NA,NA,"Ext"
"1302",2022-04-04 12:45:00,2022-04-04,1899-12-31 12:45:00,"T_2",12.726894,"Ext",NA,NA,"Ext"
"1303",2022-04-04 13:00:00,2022-04-04,1899-12-31 13:00:00,"T_2",12.786858,"Ext",NA,NA,"Ext"
"1304",2022-04-04 13:15:00,2022-04-04,1899-12-31 13:15:00,"T_2",12.56699,"Ext",NA,NA,"Ext"
"1305",2022-04-04 13:30:00,2022-04-04,1899-12-31 13:30:00,"T_2",12.527014,"Ext",NA,NA,"Ext"
"1306",2022-04-04 13:45:00,2022-04-04,1899-12-31 13:45:00,"T_2",12.846822,"Ext",NA,NA,"Ext"
"1307",2022-04-04 14:00:00,2022-04-04,1899-12-31 14:00:00,"T_2",12.527014,"Ext",NA,NA,"Ext"
"1308",2022-04-04 14:15:00,2022-04-04,1899-12-31 14:15:00,"T_2",12.247182,"Ext",NA,NA,"Ext"
"1309",2022-04-04 14:30:00,2022-04-04,1899-12-31 14:30:00,"T_2",12.187218,"Ext",NA,NA,"Ext"
"1310",2022-04-04 14:45:00,2022-04-04,1899-12-31 14:45:00,"T_2",12.107266,"Ext",NA,NA,"Ext"
"1311",2022-04-04 15:00:00,2022-04-04,1899-12-31 15:00:00,"T_2",12.257176,"Ext",NA,NA,"Ext"
"1312",2022-04-04 15:15:00,2022-04-04,1899-12-31 15:15:00,"T_2",11.887398,"Ext",NA,NA,"Ext"
"1313",2022-04-04 15:30:00,2022-04-04,1899-12-31 15:30:00,"T_2",11.797452,"Ext",NA,NA,"Ext"
"1314",2022-04-04 15:45:00,2022-04-04,1899-12-31 15:45:00,"T_2",11.837428,"Ext",NA,NA,"Ext"
"1315",2022-04-04 16:00:00,2022-04-04,1899-12-31 16:00:00,"T_2",11.877404,"Ext",NA,NA,"Ext"
"1316",2022-04-04 16:15:00,2022-04-04,1899-12-31 16:15:00,"T_2",11.96735,"Ext",NA,NA,"Ext"
"1317",2022-04-04 16:30:00,2022-04-04,1899-12-31 16:30:00,"T_2",11.897392,"Ext",NA,NA,"Ext"
"1318",2022-04-04 16:45:00,2022-04-04,1899-12-31 16:45:00,"T_2",11.847422,"Ext",NA,NA,"Ext"
"1319",2022-04-04 17:00:00,2022-04-04,1899-12-31 17:00:00,"T_2",11.727494,"Ext",NA,NA,"Ext"
"1320",2022-04-04 17:15:00,2022-04-04,1899-12-31 17:15:00,"T_2",11.66753,"Ext",NA,NA,"Ext"
"1321",2022-04-04 17:30:00,2022-04-04,1899-12-31 17:30:00,"T_2",11.46765,"Ext",NA,NA,"Ext"
"1322",2022-04-04 17:45:00,2022-04-04,1899-12-31 17:45:00,"T_2",11.277764,"Ext",NA,NA,"Ext"
"1323",2022-04-04 18:00:00,2022-04-04,1899-12-31 18:00:00,"T_2",11.01792,"Ext",NA,NA,"Ext"
"1324",2022-04-04 18:15:00,2022-04-04,1899-12-31 18:15:00,"T_2",10.897992,"Ext",NA,NA,"Ext"
"1325",2022-04-04 18:30:00,2022-04-04,1899-12-31 18:30:00,"T_2",10.81804,"Ext",NA,NA,"Ext"
"1326",2022-04-04 18:45:00,2022-04-04,1899-12-31 18:45:00,"T_2",10.728094,"Ext",NA,NA,"Ext"
"1327",2022-04-04 19:00:00,2022-04-04,1899-12-31 19:00:00,"T_2",10.628154,"Ext",NA,NA,"Ext"
"1328",2022-04-04 19:15:00,2022-04-04,1899-12-31 19:15:00,"T_2",10.548202,"Ext",NA,NA,"Ext"
"1329",2022-04-04 19:30:00,2022-04-04,1899-12-31 19:30:00,"T_2",10.51822,"Ext",NA,NA,"Ext"
"1330",2022-04-04 19:45:00,2022-04-04,1899-12-31 19:45:00,"T_2",10.408286,"Ext",NA,NA,"Ext"
"1331",2022-04-04 20:00:00,2022-04-04,1899-12-31 20:00:00,"T_2",10.26837,"Ext",NA,NA,"Ext"
"1332",2022-04-04 20:15:00,2022-04-04,1899-12-31 20:15:00,"T_2",10.26837,"Ext",NA,NA,"Ext"
"1333",2022-04-04 20:30:00,2022-04-04,1899-12-31 20:30:00,"T_2",10.148442,"Ext",NA,NA,"Ext"
"1334",2022-04-04 20:45:00,2022-04-04,1899-12-31 20:45:00,"T_2",9.358916,"Ext",NA,NA,"Ext"
"1335",2022-04-04 21:00:00,2022-04-04,1899-12-31 21:00:00,"T_2",8.909186,"Ext",NA,NA,"Ext"
"1336",2022-04-04 21:15:00,2022-04-04,1899-12-31 21:15:00,"T_2",8.779264,"Ext",NA,NA,"Ext"
"1337",2022-04-04 21:30:00,2022-04-04,1899-12-31 21:30:00,"T_2",8.539408,"Ext",NA,NA,"Ext"
"1338",2022-04-04 21:45:00,2022-04-04,1899-12-31 21:45:00,"T_2",8.41948,"Ext",NA,NA,"Ext"
"1339",2022-04-04 22:00:00,2022-04-04,1899-12-31 22:00:00,"T_2",8.249582,"Ext",NA,NA,"Ext"
"1340",2022-04-04 22:15:00,2022-04-04,1899-12-31 22:15:00,"T_2",8.059696,"Ext",NA,NA,"Ext"
"1341",2022-04-04 22:30:00,2022-04-04,1899-12-31 22:30:00,"T_2",7.979744,"Ext",NA,NA,"Ext"
"1342",2022-04-04 22:45:00,2022-04-04,1899-12-31 22:45:00,"T_2",7.879804,"Ext",NA,NA,"Ext"
"1343",2022-04-04 23:00:00,2022-04-04,1899-12-31 23:00:00,"T_2",7.7199,"Ext",NA,NA,"Ext"
"1344",2022-04-04 23:15:00,2022-04-04,1899-12-31 23:15:00,"T_2",7.649942,"Ext",NA,NA,"Ext"
"1345",2022-04-04 23:30:00,2022-04-04,1899-12-31 23:30:00,"T_2",7.52002,"Ext",NA,NA,"Ext"
"1346",2022-04-04 23:45:00,2022-04-04,1899-12-31 23:45:00,"T_2",7.47005,"Ext",NA,NA,"Ext"
"1347",2022-04-04,2022-04-04,1899-12-31,"T_2",7.42008,"Ext",NA,NA,"Ext"
"1348",2022-04-05 00:15:00,2022-04-05,1899-12-31 00:15:00,"T_2",7.360116,"Ext",NA,NA,"Ext"
"1349",2022-04-05 00:30:00,2022-04-05,1899-12-31 00:30:00,"T_2",7.410086,"Ext",NA,NA,"Ext"
"1350",2022-04-05 00:45:00,2022-04-05,1899-12-31 00:45:00,"T_2",7.410086,"Ext",NA,NA,"Ext"
"1351",2022-04-05 01:00:00,2022-04-05,1899-12-31 01:00:00,"T_2",7.340128,"Ext",NA,NA,"Ext"
"1352",2022-04-05 01:15:00,2022-04-05,1899-12-31 01:15:00,"T_2",7.310146,"Ext",NA,NA,"Ext"
"1353",2022-04-05 01:30:00,2022-04-05,1899-12-31 01:30:00,"T_2",7.250182,"Ext",NA,NA,"Ext"
"1354",2022-04-05 01:45:00,2022-04-05,1899-12-31 01:45:00,"T_2",7.230194,"Ext",NA,NA,"Ext"
"1355",2022-04-05 02:00:00,2022-04-05,1899-12-31 02:00:00,"T_2",7.210206,"Ext",NA,NA,"Ext"
"1356",2022-04-05 02:15:00,2022-04-05,1899-12-31 02:15:00,"T_2",7.110266,"Ext",NA,NA,"Ext"
"1357",2022-04-05 02:30:00,2022-04-05,1899-12-31 02:30:00,"T_2",6.97035,"Ext",NA,NA,"Ext"
