"","date_full","date","hour","sonde","value","variety","culture","bac","modality"
"9534",2022-04-02 12:45:00,2022-04-02,1899-12-31 12:45:00,"T_14",13.222816,"Fe","Mo","1","Fe_Mo_1"
"9535",2022-04-02 13:00:00,2022-04-02,1899-12-31 13:00:00,"T_14",13.412512,"Fe","Mo","1","Fe_Mo_1"
"9536",2022-04-02 13:15:00,2022-04-02,1899-12-31 13:15:00,"T_14",13.192864,"Fe","Mo","1","Fe_Mo_1"
"9537",2022-04-02 13:30:00,2022-04-02,1899-12-31 13:30:00,"T_14",13.023136,"Fe","Mo","1","Fe_Mo_1"
"9538",2022-04-02 13:45:00,2022-04-02,1899-12-31 13:45:00,"T_14",13.13296,"Fe","Mo","1","Fe_Mo_1"
"9539",2022-04-02 14:00:00,2022-04-02,1899-12-31 14:00:00,"T_14",13.83184,"Fe","Mo","1","Fe_Mo_1"
"9540",2022-04-02 14:15:00,2022-04-02,1899-12-31 14:15:00,"T_14",14.061472,"Fe","Mo","1","Fe_Mo_1"
"9541",2022-04-02 14:30:00,2022-04-02,1899-12-31 14:30:00,"T_14",13.921696,"Fe","Mo","1","Fe_Mo_1"
"9542",2022-04-02 14:45:00,2022-04-02,1899-12-31 14:45:00,"T_14",13.242784,"Fe","Mo","1","Fe_Mo_1"
"9543",2022-04-02 15:00:00,2022-04-02,1899-12-31 15:00:00,"T_14",13.941664,"Fe","Mo","1","Fe_Mo_1"
"9544",2022-04-02 15:15:00,2022-04-02,1899-12-31 15:15:00,"T_14",13.911712,"Fe","Mo","1","Fe_Mo_1"
"9545",2022-04-02 15:30:00,2022-04-02,1899-12-31 15:30:00,"T_14",13.122976,"Fe","Mo","1","Fe_Mo_1"
"9546",2022-04-02 15:45:00,2022-04-02,1899-12-31 15:45:00,"T_14",12.573856,"Fe","Mo","1","Fe_Mo_1"
"9547",2022-04-02 16:00:00,2022-04-02,1899-12-31 16:00:00,"T_14",12.53392,"Fe","Mo","1","Fe_Mo_1"
"9548",2022-04-02 16:15:00,2022-04-02,1899-12-31 16:15:00,"T_14",12.993184,"Fe","Mo","1","Fe_Mo_1"
"9549",2022-04-02 16:30:00,2022-04-02,1899-12-31 16:30:00,"T_14",12.963232,"Fe","Mo","1","Fe_Mo_1"
"9550",2022-04-02 16:45:00,2022-04-02,1899-12-31 16:45:00,"T_14",13.38256,"Fe","Mo","1","Fe_Mo_1"
"9551",2022-04-02 17:00:00,2022-04-02,1899-12-31 17:00:00,"T_14",13.4824,"Fe","Mo","1","Fe_Mo_1"
"9552",2022-04-02 17:15:00,2022-04-02,1899-12-31 17:15:00,"T_14",13.692064,"Fe","Mo","1","Fe_Mo_1"
"9553",2022-04-02 17:30:00,2022-04-02,1899-12-31 17:30:00,"T_14",13.811872,"Fe","Mo","1","Fe_Mo_1"
"9554",2022-04-02 17:45:00,2022-04-02,1899-12-31 17:45:00,"T_14",13.512352,"Fe","Mo","1","Fe_Mo_1"
"9555",2022-04-02 18:00:00,2022-04-02,1899-12-31 18:00:00,"T_14",13.13296,"Fe","Mo","1","Fe_Mo_1"
"9556",2022-04-02 18:15:00,2022-04-02,1899-12-31 18:15:00,"T_14",12.903328,"Fe","Mo","1","Fe_Mo_1"
"9557",2022-04-02 18:30:00,2022-04-02,1899-12-31 18:30:00,"T_14",12.264352,"Fe","Mo","1","Fe_Mo_1"
"9558",2022-04-02 18:45:00,2022-04-02,1899-12-31 18:45:00,"T_14",12.174496,"Fe","Mo","1","Fe_Mo_1"
"9559",2022-04-02 19:00:00,2022-04-02,1899-12-31 19:00:00,"T_14",11.855008,"Fe","Mo","1","Fe_Mo_1"
"9560",2022-04-02 19:15:00,2022-04-02,1899-12-31 19:15:00,"T_14",11.78512,"Fe","Mo","1","Fe_Mo_1"
"9561",2022-04-02 19:30:00,2022-04-02,1899-12-31 19:30:00,"T_14",11.355808,"Fe","Mo","1","Fe_Mo_1"
"9562",2022-04-02 19:45:00,2022-04-02,1899-12-31 19:45:00,"T_14",11.18608,"Fe","Mo","1","Fe_Mo_1"
"9563",2022-04-02 20:00:00,2022-04-02,1899-12-31 20:00:00,"T_14",11.18608,"Fe","Mo","1","Fe_Mo_1"
"9564",2022-04-02 20:15:00,2022-04-02,1899-12-31 20:15:00,"T_14",11.53552,"Fe","Mo","1","Fe_Mo_1"
"9565",2022-04-02 20:30:00,2022-04-02,1899-12-31 20:30:00,"T_14",11.825056,"Fe","Mo","1","Fe_Mo_1"
"9566",2022-04-02 20:45:00,2022-04-02,1899-12-31 20:45:00,"T_14",11.525536,"Fe","Mo","1","Fe_Mo_1"
"9567",2022-04-02 21:00:00,2022-04-02,1899-12-31 21:00:00,"T_14",10.077856,"Fe","Mo","1","Fe_Mo_1"
"9568",2022-04-02 21:15:00,2022-04-02,1899-12-31 21:15:00,"T_14",9.997984,"Fe","Mo","1","Fe_Mo_1"
"9569",2022-04-02 21:30:00,2022-04-02,1899-12-31 21:30:00,"T_14",9.728416,"Fe","Mo","1","Fe_Mo_1"
"9570",2022-04-02 21:45:00,2022-04-02,1899-12-31 21:45:00,"T_14",9.299104,"Fe","Mo","1","Fe_Mo_1"
"9571",2022-04-02 22:00:00,2022-04-02,1899-12-31 22:00:00,"T_14",8.969632,"Fe","Mo","1","Fe_Mo_1"
"9572",2022-04-02 22:15:00,2022-04-02,1899-12-31 22:15:00,"T_14",8.929696,"Fe","Mo","1","Fe_Mo_1"
"9573",2022-04-02 22:30:00,2022-04-02,1899-12-31 22:30:00,"T_14",8.899744,"Fe","Mo","1","Fe_Mo_1"
"9574",2022-04-02 22:45:00,2022-04-02,1899-12-31 22:45:00,"T_14",8.859808,"Fe","Mo","1","Fe_Mo_1"
"9575",2022-04-02 23:00:00,2022-04-02,1899-12-31 23:00:00,"T_14",8.809888,"Fe","Mo","1","Fe_Mo_1"
"9576",2022-04-02 23:15:00,2022-04-02,1899-12-31 23:15:00,"T_14",8.74,"Fe","Mo","1","Fe_Mo_1"
"9577",2022-04-02 23:30:00,2022-04-02,1899-12-31 23:30:00,"T_14",8.680096,"Fe","Mo","1","Fe_Mo_1"
"9578",2022-04-02 23:45:00,2022-04-02,1899-12-31 23:45:00,"T_14",8.600224,"Fe","Mo","1","Fe_Mo_1"
"9579",2022-04-02,2022-04-02,1899-12-31,"T_14",8.4904,"Fe","Mo","1","Fe_Mo_1"
"9580",2022-04-03 00:15:00,2022-04-03,1899-12-31 00:15:00,"T_14",8.460448,"Fe","Mo","1","Fe_Mo_1"
"9581",2022-04-03 00:30:00,2022-04-03,1899-12-31 00:30:00,"T_14",8.360608,"Fe","Mo","1","Fe_Mo_1"
"9582",2022-04-03 00:45:00,2022-04-03,1899-12-31 00:45:00,"T_14",8.270752,"Fe","Mo","1","Fe_Mo_1"
"9583",2022-04-03 01:00:00,2022-04-03,1899-12-31 01:00:00,"T_14",8.2408,"Fe","Mo","1","Fe_Mo_1"
"9584",2022-04-03 01:15:00,2022-04-03,1899-12-31 01:15:00,"T_14",8.220832,"Fe","Mo","1","Fe_Mo_1"
"9585",2022-04-03 01:30:00,2022-04-03,1899-12-31 01:30:00,"T_14",8.200864,"Fe","Mo","1","Fe_Mo_1"
"9586",2022-04-03 01:45:00,2022-04-03,1899-12-31 01:45:00,"T_14",8.180896,"Fe","Mo","1","Fe_Mo_1"
"9587",2022-04-03 02:00:00,2022-04-03,1899-12-31 02:00:00,"T_14",8.130976,"Fe","Mo","1","Fe_Mo_1"
"9588",2022-04-03 02:15:00,2022-04-03,1899-12-31 02:15:00,"T_14",8.071072,"Fe","Mo","1","Fe_Mo_1"
"9589",2022-04-03 02:30:00,2022-04-03,1899-12-31 02:30:00,"T_14",7.831456,"Fe","Mo","1","Fe_Mo_1"
"9590",2022-04-03 02:45:00,2022-04-03,1899-12-31 02:45:00,"T_14",7.701664,"Fe","Mo","1","Fe_Mo_1"
"9591",2022-04-03 03:00:00,2022-04-03,1899-12-31 03:00:00,"T_14",7.571872,"Fe","Mo","1","Fe_Mo_1"
"9592",2022-04-03 03:15:00,2022-04-03,1899-12-31 03:15:00,"T_14",7.621792,"Fe","Mo","1","Fe_Mo_1"
"9593",2022-04-03 03:30:00,2022-04-03,1899-12-31 03:30:00,"T_14",7.372192,"Fe","Mo","1","Fe_Mo_1"
"9594",2022-04-03 03:45:00,2022-04-03,1899-12-31 03:45:00,"T_14",7.09264,"Fe","Mo","1","Fe_Mo_1"
"9595",2022-04-03 04:00:00,2022-04-03,1899-12-31 04:00:00,"T_14",6.962848,"Fe","Mo","1","Fe_Mo_1"
"9596",2022-04-03 04:15:00,2022-04-03,1899-12-31 04:15:00,"T_14",6.922912,"Fe","Mo","1","Fe_Mo_1"
"9597",2022-04-03 04:30:00,2022-04-03,1899-12-31 04:30:00,"T_14",7.062688,"Fe","Mo","1","Fe_Mo_1"
"9598",2022-04-03 04:45:00,2022-04-03,1899-12-31 04:45:00,"T_14",6.94288,"Fe","Mo","1","Fe_Mo_1"
"9599",2022-04-03 05:00:00,2022-04-03,1899-12-31 05:00:00,"T_14",6.7432,"Fe","Mo","1","Fe_Mo_1"
"9600",2022-04-03 05:15:00,2022-04-03,1899-12-31 05:15:00,"T_14",6.5095744,"Fe","Mo","1","Fe_Mo_1"
"9601",2022-04-03 05:30:00,2022-04-03,1899-12-31 05:30:00,"T_14",6.4566592,"Fe","Mo","1","Fe_Mo_1"
"9602",2022-04-03 05:45:00,2022-04-03,1899-12-31 05:45:00,"T_14",6.4606528,"Fe","Mo","1","Fe_Mo_1"
"9603",2022-04-03 06:00:00,2022-04-03,1899-12-31 06:00:00,"T_14",6.4496704,"Fe","Mo","1","Fe_Mo_1"
"9604",2022-04-03 06:15:00,2022-04-03,1899-12-31 06:15:00,"T_14",6.4127296,"Fe","Mo","1","Fe_Mo_1"
"9605",2022-04-03 06:30:00,2022-04-03,1899-12-31 06:30:00,"T_14",6.6773056,"Fe","Mo","1","Fe_Mo_1"
"9606",2022-04-03 06:45:00,2022-04-03,1899-12-31 06:45:00,"T_14",7.072672,"Fe","Mo","1","Fe_Mo_1"
"9607",2022-04-03 07:00:00,2022-04-03,1899-12-31 07:00:00,"T_14",7.821472,"Fe","Mo","1","Fe_Mo_1"
"9608",2022-04-03 07:15:00,2022-04-03,1899-12-31 07:15:00,"T_14",8.380576,"Fe","Mo","1","Fe_Mo_1"
"9609",2022-04-03 07:30:00,2022-04-03,1899-12-31 07:30:00,"T_14",9.528736,"Fe","Mo","1","Fe_Mo_1"
"9610",2022-04-03 07:45:00,2022-04-03,1899-12-31 07:45:00,"T_14",10.147744,"Fe","Mo","1","Fe_Mo_1"
"9611",2022-04-03 08:00:00,2022-04-03,1899-12-31 08:00:00,"T_14",10.626976,"Fe","Mo","1","Fe_Mo_1"
"9612",2022-04-03 08:15:00,2022-04-03,1899-12-31 08:15:00,"T_14",11.106208,"Fe","Mo","1","Fe_Mo_1"
"9613",2022-04-03 08:30:00,2022-04-03,1899-12-31 08:30:00,"T_14",11.595424,"Fe","Mo","1","Fe_Mo_1"
"9614",2022-04-03 08:45:00,2022-04-03,1899-12-31 08:45:00,"T_14",12.164512,"Fe","Mo","1","Fe_Mo_1"
"9615",2022-04-03 09:00:00,2022-04-03,1899-12-31 09:00:00,"T_14",12.613792,"Fe","Mo","1","Fe_Mo_1"
"9616",2022-04-03 09:15:00,2022-04-03,1899-12-31 09:15:00,"T_14",12.593824,"Fe","Mo","1","Fe_Mo_1"
"9617",2022-04-03 09:30:00,2022-04-03,1899-12-31 09:30:00,"T_14",12.793504,"Fe","Mo","1","Fe_Mo_1"
"9618",2022-04-03 09:45:00,2022-04-03,1899-12-31 09:45:00,"T_14",12.523936,"Fe","Mo","1","Fe_Mo_1"
"9619",2022-04-03 10:00:00,2022-04-03,1899-12-31 10:00:00,"T_14",11.964832,"Fe","Mo","1","Fe_Mo_1"
"9620",2022-04-03 10:15:00,2022-04-03,1899-12-31 10:15:00,"T_14",10.367392,"Fe","Mo","1","Fe_Mo_1"
"9621",2022-04-03 10:30:00,2022-04-03,1899-12-31 10:30:00,"T_14",10.357408,"Fe","Mo","1","Fe_Mo_1"
"9622",2022-04-03 10:45:00,2022-04-03,1899-12-31 10:45:00,"T_14",10.527136,"Fe","Mo","1","Fe_Mo_1"
"9623",2022-04-03 11:00:00,2022-04-03,1899-12-31 11:00:00,"T_14",10.63696,"Fe","Mo","1","Fe_Mo_1"
"9624",2022-04-03 11:15:00,2022-04-03,1899-12-31 11:15:00,"T_14",11.445664,"Fe","Mo","1","Fe_Mo_1"
"9625",2022-04-03 11:30:00,2022-04-03,1899-12-31 11:30:00,"T_14",11.645344,"Fe","Mo","1","Fe_Mo_1"
"9626",2022-04-03 11:45:00,2022-04-03,1899-12-31 11:45:00,"T_14",11.455648,"Fe","Mo","1","Fe_Mo_1"
"9627",2022-04-03 12:00:00,2022-04-03,1899-12-31 12:00:00,"T_14",11.475616,"Fe","Mo","1","Fe_Mo_1"
"9628",2022-04-03 12:15:00,2022-04-03,1899-12-31 12:15:00,"T_14",11.595424,"Fe","Mo","1","Fe_Mo_1"
"9629",2022-04-03 12:30:00,2022-04-03,1899-12-31 12:30:00,"T_14",11.315872,"Fe","Mo","1","Fe_Mo_1"
"9630",2022-04-03 12:45:00,2022-04-03,1899-12-31 12:45:00,"T_14",11.405728,"Fe","Mo","1","Fe_Mo_1"
"9631",2022-04-03 13:00:00,2022-04-03,1899-12-31 13:00:00,"T_14",11.395744,"Fe","Mo","1","Fe_Mo_1"
"9632",2022-04-03 13:15:00,2022-04-03,1899-12-31 13:15:00,"T_14",11.295904,"Fe","Mo","1","Fe_Mo_1"
"9633",2022-04-03 13:30:00,2022-04-03,1899-12-31 13:30:00,"T_14",11.076256,"Fe","Mo","1","Fe_Mo_1"
"9634",2022-04-03 13:45:00,2022-04-03,1899-12-31 13:45:00,"T_14",11.096224,"Fe","Mo","1","Fe_Mo_1"
"9635",2022-04-03 14:00:00,2022-04-03,1899-12-31 14:00:00,"T_14",11.236,"Fe","Mo","1","Fe_Mo_1"
"9636",2022-04-03 14:15:00,2022-04-03,1899-12-31 14:15:00,"T_14",11.465632,"Fe","Mo","1","Fe_Mo_1"
"9637",2022-04-03 14:30:00,2022-04-03,1899-12-31 14:30:00,"T_14",11.43568,"Fe","Mo","1","Fe_Mo_1"
"9638",2022-04-03 14:45:00,2022-04-03,1899-12-31 14:45:00,"T_14",11.505568,"Fe","Mo","1","Fe_Mo_1"
"9639",2022-04-03 15:00:00,2022-04-03,1899-12-31 15:00:00,"T_14",11.93488,"Fe","Mo","1","Fe_Mo_1"
"9640",2022-04-03 15:15:00,2022-04-03,1899-12-31 15:15:00,"T_14",11.88496,"Fe","Mo","1","Fe_Mo_1"
"9641",2022-04-03 15:30:00,2022-04-03,1899-12-31 15:30:00,"T_14",11.904928,"Fe","Mo","1","Fe_Mo_1"
"9642",2022-04-03 15:45:00,2022-04-03,1899-12-31 15:45:00,"T_14",12.114592,"Fe","Mo","1","Fe_Mo_1"
"9643",2022-04-03 16:00:00,2022-04-03,1899-12-31 16:00:00,"T_14",11.755168,"Fe","Mo","1","Fe_Mo_1"
"9644",2022-04-03 16:15:00,2022-04-03,1899-12-31 16:15:00,"T_14",12.18448,"Fe","Mo","1","Fe_Mo_1"
"9645",2022-04-03 16:30:00,2022-04-03,1899-12-31 16:30:00,"T_14",12.214432,"Fe","Mo","1","Fe_Mo_1"
"9646",2022-04-03 16:45:00,2022-04-03,1899-12-31 16:45:00,"T_14",12.63376,"Fe","Mo","1","Fe_Mo_1"
"9647",2022-04-03 17:00:00,2022-04-03,1899-12-31 17:00:00,"T_14",12.93328,"Fe","Mo","1","Fe_Mo_1"
"9648",2022-04-03 17:15:00,2022-04-03,1899-12-31 17:15:00,"T_14",12.903328,"Fe","Mo","1","Fe_Mo_1"
"9649",2022-04-03 17:30:00,2022-04-03,1899-12-31 17:30:00,"T_14",12.563872,"Fe","Mo","1","Fe_Mo_1"
"9650",2022-04-03 17:45:00,2022-04-03,1899-12-31 17:45:00,"T_14",12.863392,"Fe","Mo","1","Fe_Mo_1"
"9651",2022-04-03 18:00:00,2022-04-03,1899-12-31 18:00:00,"T_14",13.03312,"Fe","Mo","1","Fe_Mo_1"
"9652",2022-04-03 18:15:00,2022-04-03,1899-12-31 18:15:00,"T_14",12.454048,"Fe","Mo","1","Fe_Mo_1"
"9653",2022-04-03 18:30:00,2022-04-03,1899-12-31 18:30:00,"T_14",12.33424,"Fe","Mo","1","Fe_Mo_1"
"9654",2022-04-03 18:45:00,2022-04-03,1899-12-31 18:45:00,"T_14",12.28432,"Fe","Mo","1","Fe_Mo_1"
"9655",2022-04-03 19:00:00,2022-04-03,1899-12-31 19:00:00,"T_14",11.904928,"Fe","Mo","1","Fe_Mo_1"
"9656",2022-04-03 19:15:00,2022-04-03,1899-12-31 19:15:00,"T_14",11.58544,"Fe","Mo","1","Fe_Mo_1"
"9657",2022-04-03 19:30:00,2022-04-03,1899-12-31 19:30:00,"T_14",11.555488,"Fe","Mo","1","Fe_Mo_1"
"9658",2022-04-03 19:45:00,2022-04-03,1899-12-31 19:45:00,"T_14",11.33584,"Fe","Mo","1","Fe_Mo_1"
"9659",2022-04-03 20:00:00,2022-04-03,1899-12-31 20:00:00,"T_14",11.176096,"Fe","Mo","1","Fe_Mo_1"
"9660",2022-04-03 20:15:00,2022-04-03,1899-12-31 20:15:00,"T_14",10.826656,"Fe","Mo","1","Fe_Mo_1"
"9661",2022-04-03 20:30:00,2022-04-03,1899-12-31 20:30:00,"T_14",10.656928,"Fe","Mo","1","Fe_Mo_1"
"9662",2022-04-03 20:45:00,2022-04-03,1899-12-31 20:45:00,"T_14",9.948064,"Fe","Mo","1","Fe_Mo_1"
"9663",2022-04-03 21:00:00,2022-04-03,1899-12-31 21:00:00,"T_14",9.329056,"Fe","Mo","1","Fe_Mo_1"
"9664",2022-04-03 21:15:00,2022-04-03,1899-12-31 21:15:00,"T_14",9.099424,"Fe","Mo","1","Fe_Mo_1"
"9665",2022-04-03 21:30:00,2022-04-03,1899-12-31 21:30:00,"T_14",8.819872,"Fe","Mo","1","Fe_Mo_1"
"9666",2022-04-03 21:45:00,2022-04-03,1899-12-31 21:45:00,"T_14",8.670112,"Fe","Mo","1","Fe_Mo_1"
"9667",2022-04-03 22:00:00,2022-04-03,1899-12-31 22:00:00,"T_14",8.560288,"Fe","Mo","1","Fe_Mo_1"
"9668",2022-04-03 22:15:00,2022-04-03,1899-12-31 22:15:00,"T_14",8.34064,"Fe","Mo","1","Fe_Mo_1"
"9669",2022-04-03 22:30:00,2022-04-03,1899-12-31 22:30:00,"T_14",8.081056,"Fe","Mo","1","Fe_Mo_1"
"9670",2022-04-03 22:45:00,2022-04-03,1899-12-31 22:45:00,"T_14",7.831456,"Fe","Mo","1","Fe_Mo_1"
"9671",2022-04-03 23:00:00,2022-04-03,1899-12-31 23:00:00,"T_14",7.601824,"Fe","Mo","1","Fe_Mo_1"
"9672",2022-04-03 23:15:00,2022-04-03,1899-12-31 23:15:00,"T_14",7.412128,"Fe","Mo","1","Fe_Mo_1"
"9673",2022-04-03 23:30:00,2022-04-03,1899-12-31 23:30:00,"T_14",7.272352,"Fe","Mo","1","Fe_Mo_1"
"9674",2022-04-03 23:45:00,2022-04-03,1899-12-31 23:45:00,"T_14",7.402144,"Fe","Mo","1","Fe_Mo_1"
"9675",2022-04-03,2022-04-03,1899-12-31,"T_14",7.59184,"Fe","Mo","1","Fe_Mo_1"
"9676",2022-04-04 00:15:00,2022-04-04,1899-12-31 00:15:00,"T_14",7.601824,"Fe","Mo","1","Fe_Mo_1"
"9677",2022-04-04 00:30:00,2022-04-04,1899-12-31 00:30:00,"T_14",7.312288,"Fe","Mo","1","Fe_Mo_1"
"9678",2022-04-04 00:45:00,2022-04-04,1899-12-31 00:45:00,"T_14",7.182496,"Fe","Mo","1","Fe_Mo_1"
"9679",2022-04-04 01:00:00,2022-04-04,1899-12-31 01:00:00,"T_14",7.202464,"Fe","Mo","1","Fe_Mo_1"
"9680",2022-04-04 01:15:00,2022-04-04,1899-12-31 01:15:00,"T_14",7.04272,"Fe","Mo","1","Fe_Mo_1"
"9681",2022-04-04 01:30:00,2022-04-04,1899-12-31 01:30:00,"T_14",6.962848,"Fe","Mo","1","Fe_Mo_1"
"9682",2022-04-04 01:45:00,2022-04-04,1899-12-31 01:45:00,"T_14",6.853024,"Fe","Mo","1","Fe_Mo_1"
"9683",2022-04-04 02:00:00,2022-04-04,1899-12-31 02:00:00,"T_14",6.872992,"Fe","Mo","1","Fe_Mo_1"
"9684",2022-04-04 02:15:00,2022-04-04,1899-12-31 02:15:00,"T_14",6.94288,"Fe","Mo","1","Fe_Mo_1"
"9685",2022-04-04 02:30:00,2022-04-04,1899-12-31 02:30:00,"T_14",7.04272,"Fe","Mo","1","Fe_Mo_1"
"9686",2022-04-04 02:45:00,2022-04-04,1899-12-31 02:45:00,"T_14",6.803104,"Fe","Mo","1","Fe_Mo_1"
"9687",2022-04-04 03:00:00,2022-04-04,1899-12-31 03:00:00,"T_14",6.6154048,"Fe","Mo","1","Fe_Mo_1"
"9688",2022-04-04 03:15:00,2022-04-04,1899-12-31 03:15:00,"T_14",6.7172416,"Fe","Mo","1","Fe_Mo_1"
"9689",2022-04-04 03:30:00,2022-04-04,1899-12-31 03:30:00,"T_14",6.763168,"Fe","Mo","1","Fe_Mo_1"
"9690",2022-04-04 03:45:00,2022-04-04,1899-12-31 03:45:00,"T_14",6.503584,"Fe","Mo","1","Fe_Mo_1"
"9691",2022-04-04 04:00:00,2022-04-04,1899-12-31 04:00:00,"T_14",6.174112,"Fe","Mo","1","Fe_Mo_1"
"9692",2022-04-04 04:15:00,2022-04-04,1899-12-31 04:15:00,"T_14",5.999392,"Fe","Mo","1","Fe_Mo_1"
"9693",2022-04-04 04:30:00,2022-04-04,1899-12-31 04:30:00,"T_14",5.8007104,"Fe","Mo","1","Fe_Mo_1"
"9694",2022-04-04 04:45:00,2022-04-04,1899-12-31 04:45:00,"T_14",5.5571008,"Fe","Mo","1","Fe_Mo_1"
"9695",2022-04-04 05:00:00,2022-04-04,1899-12-31 05:00:00,"T_14",5.4872128,"Fe","Mo","1","Fe_Mo_1"
"9696",2022-04-04 05:15:00,2022-04-04,1899-12-31 05:15:00,"T_14",5.1976768,"Fe","Mo","1","Fe_Mo_1"
"9697",2022-04-04 05:30:00,2022-04-04,1899-12-31 05:30:00,"T_14",4.9870144,"Fe","Mo","1","Fe_Mo_1"
"9698",2022-04-04 05:45:00,2022-04-04,1899-12-31 05:45:00,"T_14",5.1986752,"Fe","Mo","1","Fe_Mo_1"
"9699",2022-04-04 06:00:00,2022-04-04,1899-12-31 06:00:00,"T_14",5.1896896,"Fe","Mo","1","Fe_Mo_1"
"9700",2022-04-04 06:15:00,2022-04-04,1899-12-31 06:15:00,"T_14",5.0878528,"Fe","Mo","1","Fe_Mo_1"
"9701",2022-04-04 06:30:00,2022-04-04,1899-12-31 06:30:00,"T_14",5.0229568,"Fe","Mo","1","Fe_Mo_1"
"9702",2022-04-04 06:45:00,2022-04-04,1899-12-31 06:45:00,"T_14",6.2869312,"Fe","Mo","1","Fe_Mo_1"
"9703",2022-04-04 07:00:00,2022-04-04,1899-12-31 07:00:00,"T_14",8.021152,"Fe","Mo","1","Fe_Mo_1"
"9704",2022-04-04 07:15:00,2022-04-04,1899-12-31 07:15:00,"T_14",8.9896,"Fe","Mo","1","Fe_Mo_1"
"9705",2022-04-04 07:30:00,2022-04-04,1899-12-31 07:30:00,"T_14",9.608608,"Fe","Mo","1","Fe_Mo_1"
"9706",2022-04-04 07:45:00,2022-04-04,1899-12-31 07:45:00,"T_14",10.177696,"Fe","Mo","1","Fe_Mo_1"
"9707",2022-04-04 08:00:00,2022-04-04,1899-12-31 08:00:00,"T_14",10.666912,"Fe","Mo","1","Fe_Mo_1"
"9708",2022-04-04 08:15:00,2022-04-04,1899-12-31 08:15:00,"T_14",11.255968,"Fe","Mo","1","Fe_Mo_1"
"9709",2022-04-04 08:30:00,2022-04-04,1899-12-31 08:30:00,"T_14",11.7352,"Fe","Mo","1","Fe_Mo_1"
"9710",2022-04-04 08:45:00,2022-04-04,1899-12-31 08:45:00,"T_14",12.33424,"Fe","Mo","1","Fe_Mo_1"
"9711",2022-04-04 09:00:00,2022-04-04,1899-12-31 09:00:00,"T_14",12.394144,"Fe","Mo","1","Fe_Mo_1"
"9712",2022-04-04 09:15:00,2022-04-04,1899-12-31 09:15:00,"T_14",12.643744,"Fe","Mo","1","Fe_Mo_1"
"9713",2022-04-04 09:30:00,2022-04-04,1899-12-31 09:30:00,"T_14",13.212832,"Fe","Mo","1","Fe_Mo_1"
"9714",2022-04-04 09:45:00,2022-04-04,1899-12-31 09:45:00,"T_14",13.192864,"Fe","Mo","1","Fe_Mo_1"
"9715",2022-04-04 10:00:00,2022-04-04,1899-12-31 10:00:00,"T_14",13.142944,"Fe","Mo","1","Fe_Mo_1"
"9716",2022-04-04 10:15:00,2022-04-04,1899-12-31 10:15:00,"T_14",13.422496,"Fe","Mo","1","Fe_Mo_1"
"9717",2022-04-04 10:30:00,2022-04-04,1899-12-31 10:30:00,"T_14",13.13296,"Fe","Mo","1","Fe_Mo_1"
"9718",2022-04-04 10:45:00,2022-04-04,1899-12-31 10:45:00,"T_14",12.803488,"Fe","Mo","1","Fe_Mo_1"
"9719",2022-04-04 11:00:00,2022-04-04,1899-12-31 11:00:00,"T_14",12.563872,"Fe","Mo","1","Fe_Mo_1"
"9720",2022-04-04 11:15:00,2022-04-04,1899-12-31 11:15:00,"T_14",12.68368,"Fe","Mo","1","Fe_Mo_1"
"9721",2022-04-04 11:30:00,2022-04-04,1899-12-31 11:30:00,"T_14",13.202848,"Fe","Mo","1","Fe_Mo_1"
"9722",2022-04-04 11:45:00,2022-04-04,1899-12-31 11:45:00,"T_14",13.811872,"Fe","Mo","1","Fe_Mo_1"
"9723",2022-04-04 12:00:00,2022-04-04,1899-12-31 12:00:00,"T_14",13.961632,"Fe","Mo","1","Fe_Mo_1"
"9724",2022-04-04 12:15:00,2022-04-04,1899-12-31 12:15:00,"T_14",13.672096,"Fe","Mo","1","Fe_Mo_1"
"9725",2022-04-04 12:30:00,2022-04-04,1899-12-31 12:30:00,"T_14",13.33264,"Fe","Mo","1","Fe_Mo_1"
"9726",2022-04-04 12:45:00,2022-04-04,1899-12-31 12:45:00,"T_14",13.801888,"Fe","Mo","1","Fe_Mo_1"
"9727",2022-04-04 13:00:00,2022-04-04,1899-12-31 13:00:00,"T_14",13.791904,"Fe","Mo","1","Fe_Mo_1"
"9728",2022-04-04 13:15:00,2022-04-04,1899-12-31 13:15:00,"T_14",13.58224,"Fe","Mo","1","Fe_Mo_1"
"9729",2022-04-04 13:30:00,2022-04-04,1899-12-31 13:30:00,"T_14",13.492384,"Fe","Mo","1","Fe_Mo_1"
"9730",2022-04-04 13:45:00,2022-04-04,1899-12-31 13:45:00,"T_14",13.791904,"Fe","Mo","1","Fe_Mo_1"
"9731",2022-04-04 14:00:00,2022-04-04,1899-12-31 14:00:00,"T_14",13.472416,"Fe","Mo","1","Fe_Mo_1"
"9732",2022-04-04 14:15:00,2022-04-04,1899-12-31 14:15:00,"T_14",13.13296,"Fe","Mo","1","Fe_Mo_1"
"9733",2022-04-04 14:30:00,2022-04-04,1899-12-31 14:30:00,"T_14",13.043104,"Fe","Mo","1","Fe_Mo_1"
"9734",2022-04-04 14:45:00,2022-04-04,1899-12-31 14:45:00,"T_14",12.903328,"Fe","Mo","1","Fe_Mo_1"
"9735",2022-04-04 15:00:00,2022-04-04,1899-12-31 15:00:00,"T_14",13.043104,"Fe","Mo","1","Fe_Mo_1"
