stn;Day;T_Av;T_min;T_max;DD;Cum_DD;rain;sun
76;05.01.2024;5.3;3.2;6.7;4.95;1708.7;3.5;0
76;06.01.2024;4.7;2.9;6.8;4.85;1713.55;0.6;60
76;07.01.2024;4.3;0.9;6.4;3.65;1717.2;0;29
76;08.01.2024;-1;-2;1.3;-0.35;1716.85;0;0
76;09.01.2024;-1.3;-2.1;0.3;-0.9;1715.95;8.4;0
76;10.01.2024;-0.4;-1.9;1.2;-0.35;1715.6;4.5;25
76;11.01.2024;-0.6;-1.2;0.1;-0.55;1715.05;0;0
76;12.01.2024;-1.9;-5.2;-0.3;-2.75;1712.3;0;338
76;13.01.2024;-2.3;-5.6;-0.8;-3.2;1709.1;0;0
76;14.01.2024;-0.9;-3.1;3.9;0.4;1709.5;0;0
76;15.01.2024;2.9;0.1;4.7;2.4;1711.9;0;5
76;16.01.2024;2.1;-0.7;4.7;2;1713.9;0.8;192
76;17.01.2024;7.1;2.8;9.7;6.25;1720.15;27.1;0
76;18.01.2024;6.9;0.6;9.7;5.15;1725.3;23;0
76;19.01.2024;0.1;-1.6;2.3;0.35;1725.65;0;459
76;20.01.2024;-1.7;-4.7;1;-1.85;1723.8;0;497
76;21.01.2024;-0.3;-4.8;5.6;0.4;1724.2;0;282
76;22.01.2024;4.7;-1.1;7.6;3.25;1727.45;12.7;1
76;23.01.2024;7.5;5.5;10.1;7.8;1735.25;0.4;151
76;24.01.2024;10.7;7.5;14.2;10.85;1746.1;0;2
76;25.01.2024;10.2;5.2;14.6;9.9;1756;0;462
76;26.01.2024;8.7;4.3;11.8;8.05;1764.05;0;27
76;27.01.2024;5.9;3.1;9.1;6.1;1770.15;0;149
76;28.01.2024;4.9;2.3;7.6;4.95;1775.1;0;278
76;29.01.2024;4.1;1.1;8.5;4.8;1779.9;0;452
76;30.01.2024;4.3;0.8;9;4.9;1784.8;0;214
76;31.01.2024;3.8;0.9;8.3;4.6;1789.4;0;278
76;01.02.2024;4.7;0.3;7.3;3.8;1793.2;0;2
76;02.02.2024;4.8;1.3;9.4;5.35;1798.55;0;187
76;03.02.2024;5.1;0.7;10;5.35;1803.9;0;530
76;04.02.2024;4.5;-0.1;10.7;5.3;1809.2;0;536
76;05.02.2024;3.8;-0.8;8.8;4;1813.2;0;537
76;06.02.2024;4.9;0.2;10.4;5.3;1818.5;0;505
76;07.02.2024;6;0.2;10.9;5.55;1824.05;8.6;122
76;08.02.2024;9.1;6.6;11.6;9.1;1833.15;4;101
76;09.02.2024;9.4;7.2;11.1;9.15;1842.3;2.4;0
76;10.02.2024;7.8;4.4;9.9;7.15;1849.45;1;0
76;11.02.2024;5.9;4.1;8.7;6.4;1855.85;4.7;54
76;12.02.2024;6.3;3.1;8.7;5.9;1861.75;0.1;111
76;13.02.2024;5.6;1.7;10.6;6.15;1867.9;0;543
76;14.02.2024;6.9;3.1;10.3;6.7;1874.6;0;146
76;15.02.2024;6.9;2.6;11;6.8;1881.4;0;172
76;16.02.2024;9.7;5.6;15;10.3;1891.7;0;64
76;17.02.2024;10.3;6.9;13.6;10.25;1901.95;0;58
76;18.02.2024;10.5;8.2;13.5;10.85;1912.8;1.2;165
76;19.02.2024;9.1;5;12.1;8.55;1921.35;0.4;235
76;20.02.2024;8;3.3;11.1;7.2;1928.55;0;404
76;21.02.2024;7.5;2;11.5;6.75;1935.3;0;59
76;22.02.2024;8.3;6;11.6;8.8;1944.1;28.9;0
76;23.02.2024;5.2;0.4;9.1;4.75;1948.85;1.4;256
76;24.02.2024;5.2;1.9;8.8;5.35;1954.2;0;458
76;25.02.2024;6;0.7;10.3;5.5;1959.7;6.1;332
76;26.02.2024;7.3;4.6;10.7;7.65;1967.35;6.4;203
76;27.02.2024;8.1;3.8;10.5;7.15;1974.5;0;40
76;28.02.2024;8.9;7.7;10.4;9.05;1983.55;0;0
76;29.02.2024;8.2;6.2;11.3;8.75;1992.3;0.1;430
76;01.03.2024;7.1;2.3;10.5;6.4;1998.7;0.5;288
76;02.03.2024;6.8;1.7;10.3;6;2004.7;0;233
76;03.03.2024;7.4;4.7;11.6;8.15;2012.85;0;125
76;04.03.2024;7.1;4.8;9.3;7.05;2019.9;0;57
76;05.03.2024;6.3;3.8;9.9;6.85;2026.75;0;59
76;06.03.2024;5.6;3.1;9;6.05;2032.8;0;132
76;07.03.2024;5.4;0.1;9.3;4.7;2037.5;0;537
76;08.03.2024;3.5;-1.2;7.1;2.95;2040.45;0;69
76;09.03.2024;5.2;-0.2;9.5;4.65;2045.1;0;116
76;10.03.2024;7.2;3.9;10.3;7.1;2052.2;0.9;26
76;11.03.2024;5.6;0.8;10.1;5.45;2057.65;0.9;259
76;12.03.2024;7.2;4.5;9.5;7;2064.65;1.1;15
76;13.03.2024;9.9;6.4;14.7;10.55;2075.2;0;404
76;14.03.2024;9.7;4.1;15.3;9.7;2084.9;0;526
76;15.03.2024;12.1;8.9;15.7;12.3;2097.2;3.6;189
76;16.03.2024;10.8;6.3;14.1;10.2;2107.4;2.1;205
76;17.03.2024;9;5.4;12.4;8.9;2116.3;1.8;80
76;18.03.2024;11.5;6.8;16.5;11.65;2127.95;13.2;104
76;19.03.2024;9.6;4.9;14.5;9.7;2137.65;0;579
76;20.03.2024;10.6;4.3;16;10.15;2147.8;0;673
76;21.03.2024;13.3;8.9;17.6;13.25;2161.05;0;390
76;22.03.2024;12.6;7.5;18.1;12.8;2173.85;0;633
76;23.03.2024;9.7;6.3;12.8;9.55;2183.4;0.4;458
76;24.03.2024;5.7;1.3;9.6;5.45;2188.85;1.5;198
76;25.03.2024;6.1;-0.6;10.8;5.1;2193.95;0.1;455
76;26.03.2024;10.2;3.8;15.3;9.55;2203.5;0.9;273
76;27.03.2024;5.2;1.8;8.9;5.35;2208.85;7.3;10
76;28.03.2024;8.4;0.7;12.8;6.75;2215.6;2.1;233
76;29.03.2024;13.3;9.6;19.6;14.6;2230.2;0;54
76;30.03.2024;12.2;8.5;16.2;12.35;2242.55;0.6;0
76;31.03.2024;9.9;6.8;13.5;10.15;2252.7;4.8;53
76;01.04.2024;8.3;5.9;12;8.95;2261.65;12.1;126
76;02.04.2024;8.7;5.4;14;9.7;2271.35;1.6;413
76;03.04.2024;9.2;6.5;11.1;8.8;2280.15;7.5;1
76;04.04.2024;13.2;8.3;18;13.15;2293.3;0;256
76;05.04.2024;15.3;7.5;22.2;14.85;2308.15;0;480
76;06.04.2024;16.6;9.5;24.4;16.95;2325.1;0;529
76;07.04.2024;16.4;9.5;20.9;15.2;2340.3;0;394
76;08.04.2024;16.6;11.2;21.6;16.4;2356.7;0;131
76;09.04.2024;8.9;4.2;19.9;12.05;2368.75;7.2;2
76;10.04.2024;8.4;3.8;12.7;8.25;2377;0;321
76;11.04.2024;11.1;4.1;16.3;10.2;2387.2;0;686
76;12.04.2024;13.1;5.8;20.1;12.95;2400.15;0;713
76;13.04.2024;15.6;7.9;22.9;15.4;2415.55;0;707
76;14.04.2024;18.6;9.2;26.8;18;2433.55;0;724
76;15.04.2024;17.1;11.2;20.8;16;2449.55;0;252
76;16.04.2024;8;4.9;11.6;8.25;2457.8;5.7;394
76;17.04.2024;6.2;3.4;9.9;6.65;2464.45;3;159
76;18.04.2024;5.3;2.7;8.9;5.8;2470.25;0.4;254
76;19.04.2024;6;0;10.3;5.15;2475.4;2;6
76;20.04.2024;6.5;2.7;11.2;6.95;2482.35;0.1;387
76;21.04.2024;4.3;0.4;9;4.7;2487.05;0;208
76;22.04.2024;4.2;0.9;7;3.95;2491;0;90
76;23.04.2024;5.8;1.2;9.7;5.45;2496.45;0;333
76;24.04.2024;5.9;0.5;9.6;5.05;2501.5;0;129
76;25.04.2024;7;0.8;12.7;6.75;2508.25;0;257
76;26.04.2024;8.9;5.4;13.6;9.5;2517.75;4.4;141
76;27.04.2024;11.6;3.8;18;10.9;2528.65;0;597
76;28.04.2024;10.5;8.8;13.5;11.15;2539.8;20.1;0
76;29.04.2024;12.4;8.4;17.6;13;2552.8;0.8;400
76;30.04.2024;13.7;7.3;19.5;13.4;2566.2;0;352
76;01.05.2024;13.7;8.7;18.8;13.75;2579.95;0;69
76;02.05.2024;10.6;7.7;14;10.85;2590.8;18.1;3
76;03.05.2024;9.5;5.8;13.9;9.85;2600.65;0.9;100
76;04.05.2024;11.7;3.9;18.5;11.2;2611.85;0.1;297
76;05.05.2024;14.3;10.9;19.4;15.15;2627;3.6;206
76;06.05.2024;11.5;10.1;14;12.05;2639.05;23.1;0
76;07.05.2024;10.5;9.5;12.3;10.9;2649.95;4.8;0
76;08.05.2024;13.6;9.6;17.6;13.6;2663.55;0.1;468
76;09.05.2024;14.1;9.2;18.8;14;2677.55;0;465
76;10.05.2024;15.6;8.1;20.5;14.3;2691.85;0;544
76;11.05.2024;17.1;10.1;23.3;16.7;2708.55;0;591
76;12.05.2024;18.5;11.8;26.1;18.95;2727.5;0;699
76;13.05.2024;16.2;10.6;21.6;16.1;2743.6;0;387
76;14.05.2024;13.9;9.7;18.4;14.05;2757.65;14.1;101
76;15.05.2024;13.3;10.6;16.9;13.75;2771.4;14.5;117
76;16.05.2024;11.3;9.4;15.1;12.25;2783.65;6.2;83
76;17.05.2024;14.1;8.4;19.9;14.15;2797.8;0;727
76;18.05.2024;13.5;7.9;19.3;13.6;2811.4;0;443
76;19.05.2024;14.8;7.7;20.3;14;2825.4;1.1;555
76;20.05.2024;15.3;9.1;21.4;15.25;2840.65;11.7;450
76;21.05.2024;15.5;11.9;20.8;16.35;2857;0.6;384
76;22.05.2024;14.4;10;18.7;14.35;2871.35;3;307
76;23.05.2024;12.3;9;15.6;12.3;2883.65;10.3;41
76;24.05.2024;12.6;8;18.8;13.4;2897.05;13.3;369
76;25.05.2024;13.9;7.4;19.9;13.65;2910.7;0.1;548
76;26.05.2024;15.4;10.2;21.2;15.7;2926.4;1.4;230
76;27.05.2024;14.9;12.1;19.3;15.7;2942.1;4.5;60
76;28.05.2024;15.1;8.9;19.9;14.4;2956.5;0;557
76;29.05.2024;15.8;10.5;20;15.25;2971.75;2.6;36
76;30.05.2024;15.1;10.9;19.4;15.15;2986.9;4.3;196
76;31.05.2024;11.8;9.7;14.1;11.9;2998.8;1.8;25
76;01.06.2024;14.1;8.3;19.4;13.85;3012.65;0;222
76;02.06.2024;14.4;11.2;18.1;14.65;3027.3;6;85
76;03.06.2024;16.1;13.1;20.9;17;3044.3;1.2;223
76;04.06.2024;17.9;13.4;23.6;18.5;3062.8;0;674
76;05.06.2024;19.4;12.5;26;19.25;3082.05;0;554
76;06.06.2024;18.4;14.1;25.4;19.75;3101.8;4.3;338
76;07.06.2024;19.8;13.5;26.4;19.95;3121.75;1.7;322
76;08.06.2024;19.8;14.9;24.8;19.85;3141.6;0;239
76;09.06.2024;18.7;14.8;24.2;19.5;3161.1;58.7;294
76;10.06.2024;17.2;12.9;21.6;17.25;3178.35;0.6;619
76;11.06.2024;13.8;8.8;17.9;13.35;3191.7;1.5;76
76;12.06.2024;14.5;7.8;19.9;13.85;3205.55;0;750
76;13.06.2024;16.2;9.1;21.6;15.35;3220.9;0;794
76;14.06.2024;15.7;11.8;19.8;15.8;3236.7;4.3;75
76;15.06.2024;16.2;11.7;20.6;16.15;3252.85;14.6;496
76;16.06.2024;18.5;13.3;23;18.15;3271;0;360
76;17.06.2024;19.8;15.5;24.2;19.85;3290.85;0;340
76;18.06.2024;21.2;13.7;29.3;21.5;3312.35;0;684
76;19.06.2024;23.2;17.2;28.3;22.75;3335.1;0;573
76;20.06.2024;19.4;15.5;22.9;19.2;3354.3;6.8;3
76;21.06.2024;18.5;15.4;23.3;19.35;3373.65;5.3;173
76;22.06.2024;15.3;11.9;18.6;15.25;3388.9;9.8;101
76;23.06.2024;16.9;11.1;21.6;16.35;3405.25;0;273
76;24.06.2024;20.7;16.2;25.6;20.9;3426.15;0;464
76;25.06.2024;20.5;16.2;28;22.1;3448.25;7.4;650
76;26.06.2024;19.4;16;24.9;20.45;3468.7;9.7;254
76;27.06.2024;21.9;15.9;27.7;21.8;3490.5;0;428
76;28.06.2024;23.4;16.5;30.8;23.65;3514.15;0;575
76;29.06.2024;22;17.9;26.5;22.2;3536.35;21.9;196
76;30.06.2024;19.3;17.2;21.6;19.4;3555.75;0;127
76;01.07.2024;18.7;14;23.8;18.9;3574.65;1.3;241
76;02.07.2024;17.4;13.9;21.7;17.8;3592.45;0;383
76;03.07.2024;16.5;12.3;19.5;15.9;3608.35;0.2;152
76;04.07.2024;18.7;13.2;24.2;18.7;3627.05;0;377
76;05.07.2024;20.2;12.2;26.7;19.45;3646.5;0;735
76;06.07.2024;18;15.2;22.8;19;3665.5;12.6;71
76;07.07.2024;16.7;13.9;20.9;17.4;3682.9;0.2;211
76;08.07.2024;19.4;12.4;26.9;19.65;3702.55;0;855
76;09.07.2024;23.1;15.2;30;22.6;3725.15;0;753
76;10.07.2024;22.4;19.7;25.7;22.7;3747.85;0.1;104
76;11.07.2024;22.4;18.5;27.8;23.15;3771;4.9;432
76;12.07.2024;19;14.7;24.6;19.65;3790.65;7.6;154
76;13.07.2024;17.4;11.3;22.8;17.05;;0;755
76;14.07.2024;18.4;11;23.9;17.45;;0;518
76;15.07.2024;21.5;16.5;26.8;21.65;;0.7;301
76;16.07.2024;21.5;16.3;25.4;20.85;;0;499
76;17.07.2024;21.2;14.9;25.9;20.4;;0;830
76;18.07.2024;21.9;15.6;27.6;21.6;;0;833
76;19.07.2024;22.7;16;28.2;22.1;;0;578
76;20.07.2024;23.6;16.1;29.1;22.6;;0;768
76;21.07.2024;22.1;19.3;25.8;22.55;;0.2;247
76;22.07.2024;20.9;18.3;24.7;21.5;;1.7;335
76;23.07.2024;22.1;16.4;27.7;22.05;;0;790
76;24.07.2024;21.8;17.2;26.2;21.7;;0;725
76;25.07.2024;21.5;15.5;26.7;21.1;;0;674
76;26.07.2024;23.1;16.2;29.5;22.85;;0;816
76;27.07.2024;25;17.5;31.9;24.7;;0;525
76;28.07.2024;24.5;19.4;28.7;24.05;;0;696
76;29.07.2024;23.8;17;30.4;23.7;;0;817
76;30.07.2024;24.8;19.1;32;25.55;;0;636
76;31.07.2024;23.6;20.3;30.3;25.3;;6.9;453
76;01.08.2024;23.5;19.1;28.4;23.75;;0;668
76;02.08.2024;23.8;18.6;27.9;23.25;;0;586
76;03.08.2024;23.4;19.6;27.4;23.5;;0;692
76;04.08.2024;22.1;17.9;26.1;22;;0;731
76;05.08.2024;22.7;16.6;27.9;22.25;;0;799
76;06.08.2024;24;16.8;30.6;23.7;;0;755
76;07.08.2024;22.1;18.5;26.8;22.65;;0.8;363
76;08.08.2024;23.2;18.5;28.5;23.5;;0;598
76;09.08.2024;23.5;16.6;29.4;23;;0;799
76;10.08.2024;24.7;17.4;30.6;24;;0;798
76;11.08.2024;25.5;18.7;31.2;24.95;;12;702
76;12.08.2024;24.6;19.9;31.1;25.5;;0.4;569
76;13.08.2024;24.1;18;31;24.5;;0;650
76;14.08.2024;21.8;17.3;26.8;22.05;;0.2;283
76;15.08.2024;22.3;17;29.5;23.25;;3.9;562
76;16.08.2024;23.4;18.2;29.1;23.65;;0;609
