date;parcelle;bloc;variete;culture;plante;nb_feuille;H_fev;d_collet;h_tige;weight_fresh;weight_dry;h-tige 2;H_tige_verte;nb_piqures;Piqures;Pollen_beetle;splitting;nb_ramification;bushy;Tortuotype;tortuo_A;tortuo_B;tortuo_C
01.02.2023;52;2;2;mono;1;11;;25;5;;;;5;;0;;;;;;;;
01.02.2023;52;2;2;mono;2;11;;22.2;6;;;;6;;0;;;;;;;;
01.02.2023;52;2;2;mono;3;7;;17.9;4.5;;;;4.5;;0;;;;;;;;
01.02.2023;52;2;2;mono;4;8;;18.2;5;;;;5;;0;;;;;;;;
01.02.2023;52;2;2;mono;5;8;;18.5;5.5;;;;5.5;;0;;;;;;;;
01.02.2023;52;2;1;mono;1;5;;8.1;5;;;;5;;0;;;;;;;;
01.02.2023;52;2;1;mono;2;8;;13.4;6;;;;6;;0;;;;;;;;
01.02.2023;52;2;1;mono;3;10;;19.2;4.5;;;;4.5;;0;;;;;;;;
01.02.2023;52;2;1;mono;4;7;;11.9;4;;;;4;;0;;;;;;;;
01.02.2023;52;2;1;mono;5;9;;15.7;6;;;;6;;0;;;;;;;;
01.02.2023;52;2;4;mono;1;8;;13.4;5.5;;;;5.5;;0;;;;;;;;
01.02.2023;52;2;4;mono;2;7;;12.2;4.5;;;;4.5;;0;;;;;;;;
01.02.2023;52;2;4;mono;3;11;;19.5;6;;;;6;;0;;;;;;;;
01.02.2023;52;2;4;mono;4;5;;8.5;3.5;;;;3.5;;0;;;;;;;;
01.02.2023;52;2;4;mono;5;12;;25;6.5;;;;6.5;;0;;;;;;;;
01.02.2023;52;2;3;asso;1;6;;13.2;7.5;;;;7.5;;0;;;;;;;;
01.02.2023;52;2;3;asso;2;6;;9.3;8;;;;8;;0;;;;;;;;
01.02.2023;52;2;3;asso;3;9;;17.9;8.5;;;;8.5;;0;;;;;;;;
01.02.2023;52;2;3;asso;4;7;;11;6.5;;;;6.5;;0;;;;;;;;
01.02.2023;52;2;3;asso;5;5;;6.2;5;;;;5;;0;;;;;;;;
01.02.2023;52;2;4;asso;1;7;;13.3;4;;;;4;;0;;;;;;;;
01.02.2023;52;2;4;asso;2;8;;14.5;3;;;;3;;0;;;;;;;;
01.02.2023;52;2;4;asso;3;7;;11.1;4.5;;;;4.5;;0;;;;;;;;
01.02.2023;52;2;4;asso;4;10;;18.2;5.5;;;;5.5;;0;;;;;;;;
01.02.2023;52;2;4;asso;5;7;;9.7;5;;;;5;;0;;;;;;;;
01.02.2023;52;2;1;asso;1;10;;16.3;6.5;;;;6.5;;0;;;;;;;;
01.02.2023;52;2;1;asso;2;11;;27.5;9.5;;;;9.5;;0;;;;;;;;
01.02.2023;52;2;1;asso;3;4;;7.5;3.5;;;;3.5;;0;;;;;;;;
01.02.2023;52;2;1;asso;4;12;;21.6;8;;;;8;;0;;;;;;;;
01.02.2023;52;2;1;asso;5;5;;8.1;8;;;;8;;0;;;;;;;;
01.02.2023;52;2;2;asso;1;8;;16;8.5;;;;8.5;;0;;;;;;;;
01.02.2023;52;2;2;asso;2;6;;10.6;6;;;;6;;0;;;;;;;;
01.02.2023;52;2;2;asso;3;9;;14.2;7;;;;7;;0;;;;;;;;
01.02.2023;52;2;2;asso;4;6;;9.3;5;;;;5;;0;;;;;;;;
01.02.2023;52;2;2;asso;5;5;;7.1;6.5;;;;6.5;;0;;;;;;;;
01.02.2023;52;3;3;mono;1;11;;18.8;4.5;;;;4.5;;0;;;;;;;;
01.02.2023;52;3;3;mono;2;5;;4.2;2;;;;2;;0;;;;;;;;
01.02.2023;52;3;3;mono;3;11;;12.4;4.5;;;;4.5;;0;;;;;;;;
01.02.2023;52;3;3;mono;4;6;;7.4;2.5;;;;2.5;;0;;;;;;;;
01.02.2023;52;3;3;mono;5;11;;15.4;5;;;;5;;0;;;;;;;;
01.02.2023;52;3;4;mono;1;5;;7.8;3;;;;3;;0;;;;;;;;
01.02.2023;52;3;4;mono;2;10;;18.8;4;;;;4;;0;;;;;;;;
01.02.2023;52;3;4;mono;3;8;;18.6;3.5;;;;3.5;;0;;;;;;;;
01.02.2023;52;3;4;mono;4;10;;12.1;4;;;;4;;0;;;;;;;;
01.02.2023;52;3;4;mono;5;7;;13.5;3.5;;;;3.5;;0;;;;;;;;
01.02.2023;52;3;2;mono;1;9;;12.3;3;;;;3;;0;;;;;;;;
01.02.2023;52;3;2;mono;2;11;;14.8;3.5;;;;3.5;;0;;;;;;;;
01.02.2023;52;3;2;mono;3;9;;17.2;4;;;;4;;0;;;;;;;;
01.02.2023;52;3;2;mono;4;8;;15.2;4;;;;4;;0;;;;;;;;
01.02.2023;52;3;2;mono;5;9;;17;4;;;;4;;0;;;;;;;;
01.02.2023;52;3;1;mono;1;8;;9.3;4;;;;4;;0;;;;;;;;
01.02.2023;52;3;1;mono;2;5;;7.2;2.5;;;;2.5;;0;;;;;;;;
01.02.2023;52;3;1;mono;3;7;;5.2;3;;;;3;;0;;;;;;;;
01.02.2023;52;3;1;mono;4;4;;9.5;2;;;;2;;0;;;;;;;;
01.02.2023;52;3;1;mono;5;8;;8.4;2.2;;;;2.2;;0;;;;;;;;
15.02.2023;52;1;1;asso;1;NA;;17;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;1;asso;2;NA;;21;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;1;asso;3;NA;;14;3;;;;3;;0;;;;;;;;
15.02.2023;52;1;1;asso;4;NA;;23;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;1;asso;5;NA;;20;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;1;asso;6;NA;;29;9;;;;9;;0;;;;;;;;
15.02.2023;52;1;1;asso;7;NA;;7;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;1;asso;8;NA;;10;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;1;asso;9;NA;;11;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;1;1;asso;10;NA;;9;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;1;asso;11;NA;;9;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;1;asso;12;NA;;22;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;1;asso;13;NA;;9;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;1;asso;14;NA;;12;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;1;asso;15;NA;;12;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;2;asso;1;NA;;12;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;2;asso;2;NA;;20;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;3;NA;;15;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;2;asso;4;NA;;19;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;5;NA;;10;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;6;NA;;6;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;2;asso;7;NA;;14;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;8;NA;;15;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;9;NA;;13;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;2;asso;10;NA;;12;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;11;NA;;13;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;asso;12;NA;;14;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;2;asso;13;NA;;10;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;2;asso;14;NA;;16;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;2;asso;15;NA;;12;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;3;asso;1;NA;;13;11.5;;;;11.5;;0;;;;;;;;
15.02.2023;52;1;3;asso;2;NA;;13;12;;;;12;;0;;;;;;;;
15.02.2023;52;1;3;asso;3;NA;;7;9;;;;9;;0;;;;;;;;
15.02.2023;52;1;3;asso;4;NA;;18;10;;;;10;;0;;;;;;;;
15.02.2023;52;1;3;asso;5;NA;;16;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;1;3;asso;6;NA;;25;10;;;;10;;0;;;;;;;;
15.02.2023;52;1;3;asso;7;NA;;12;9.5;;;;9.5;;0;;;;;;;;
15.02.2023;52;1;3;asso;8;NA;;12;11;;;;11;;0;;;;;;;;
15.02.2023;52;1;3;asso;9;NA;;25;11;;;;11;;0;;;;;;;;
15.02.2023;52;1;3;asso;10;NA;;13;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;1;3;asso;11;NA;;14;11;;;;11;;0;;;;;;;;
15.02.2023;52;1;3;asso;12;NA;;15;13;;;;13;;0;;;;;;;;
15.02.2023;52;1;3;asso;13;NA;;16;11.5;;;;11.5;;0;;;;;;;;
15.02.2023;52;1;3;asso;14;NA;;13;13;;;;13;;0;;;;;;;;
15.02.2023;52;1;3;asso;15;NA;;17;14;;;;14;;0;;;;;;;;
15.02.2023;52;1;4;asso;1;NA;;19;11;;;;11;;0;;;;;;;;
15.02.2023;52;1;4;asso;2;NA;;11;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;4;asso;3;NA;;25;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;1;4;asso;4;NA;;22;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;4;asso;5;NA;;9;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;4;asso;6;NA;;26;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;4;asso;7;NA;;11;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;4;asso;8;NA;;25;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;4;asso;9;NA;;13;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;1;4;asso;10;NA;;11;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;4;asso;11;NA;;16;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;1;4;asso;12;NA;;25;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;4;asso;13;NA;;13;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;4;asso;14;NA;;17;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;4;asso;15;NA;;18;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;1;mono;1;NA;;25;14;;;;14;;0;;;;;;;;
15.02.2023;52;1;1;mono;2;NA;;20;11;;;;11;;0;;;;;;;;
15.02.2023;52;1;1;mono;3;NA;;28;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;1;mono;4;NA;;24;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;1;mono;5;NA;;11;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;1;mono;6;NA;;37;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;1;mono;7;NA;;9;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;1;mono;8;NA;;36;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;1;mono;9;NA;;11;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;1;mono;10;NA;;10;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;1;mono;11;NA;;23;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;1;1;mono;12;NA;;22;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;1;mono;13;NA;;30;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;1;1;mono;14;NA;;26;11;;;;11;;0;;;;;;;;
15.02.2023;52;1;1;mono;15;NA;;18;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;4;mono;1;NA;;19;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;4;mono;2;NA;;15;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;1;4;mono;3;NA;;16;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;4;mono;4;NA;;24;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;4;mono;5;NA;;15;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;4;mono;6;NA;;12;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;4;mono;7;NA;;12;3;;;;3;;0;;;;;;;;
15.02.2023;52;1;4;mono;8;NA;;24;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;4;mono;9;NA;;15;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;4;mono;10;NA;;18;10;;;;10;;0;;;;;;;;
15.02.2023;52;1;4;mono;11;NA;;12;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;4;mono;12;NA;;10;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;4;mono;13;NA;;22;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;4;mono;14;NA;;20;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;4;mono;15;NA;;19;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;3;mono;1;NA;;13;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;3;mono;2;NA;;18;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;3;mono;3;NA;;13;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;3;mono;4;NA;;5;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;3;mono;5;NA;;12;8;;;;8;;0;;;;;;;;
15.02.2023;52;1;3;mono;6;NA;;12;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;3;mono;7;NA;;18;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;1;3;mono;8;NA;;13;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;3;mono;9;NA;;9;7;;;;7;;0;;;;;;;;
15.02.2023;52;1;3;mono;10;NA;;14;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;3;mono;11;NA;;14;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;3;mono;12;NA;;22;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;3;mono;13;NA;;8;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;1;3;mono;14;NA;;7;9;;;;9;;0;;;;;;;;
15.02.2023;52;1;3;mono;15;NA;;8;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;1;NA;;18;4;;;;4;;0;;;;;;;;
15.02.2023;52;1;2;mono;2;NA;;17;3;;;;3;;0;;;;;;;;
15.02.2023;52;1;2;mono;3;NA;;19;3;;;;3;;0;;;;;;;;
15.02.2023;52;1;2;mono;4;NA;;17;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;5;NA;;15;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;6;NA;;13;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;7;NA;;7;2.5;;;;2.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;8;NA;;7;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;9;NA;;7;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;10;NA;;10;2.5;;;;2.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;11;NA;;17;3;;;;3;;0;;;;;;;;
15.02.2023;52;1;2;mono;12;NA;;9;6;;;;6;;0;;;;;;;;
15.02.2023;52;1;2;mono;13;NA;;8;5;;;;5;;0;;;;;;;;
15.02.2023;52;1;2;mono;14;NA;;11;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;1;2;mono;15;NA;;16;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;1;NA;;10;5;;;;5;;0;;;;;;;;
15.02.2023;52;3;3;asso;2;NA;;14;6;;;;6;;0;;;;;;;;
15.02.2023;52;3;3;asso;3;NA;;7;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;4;NA;;10;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;3;3;asso;5;NA;;10;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;6;NA;;9;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;7;NA;;14;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;8;NA;;10;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;3;asso;9;NA;;10;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;10;NA;;10;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;3;asso;11;NA;;8;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;3;3;asso;12;NA;;9;6;;;;6;;0;;;;;;;;
15.02.2023;52;3;3;asso;13;NA;;6;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;3;3;asso;14;NA;;6;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;3;3;asso;15;NA;;9;5;;;;5;;0;;;;;;;;
15.02.2023;52;3;1;asso;1;NA;;17;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;1;asso;2;NA;;16;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;3;1;asso;3;NA;;14;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;3;1;asso;4;NA;;11;6;;;;6;;0;;;;;;;;
15.02.2023;52;3;1;asso;5;NA;;10;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;3;1;asso;6;NA;;9;8;;;;8;;0;;;;;;;;
15.02.2023;52;3;1;asso;7;NA;;9;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;3;1;asso;8;NA;;9;5;;;;5;;0;;;;;;;;
15.02.2023;52;3;1;asso;9;NA;;7;8;;;;8;;0;;;;;;;;
15.02.2023;52;3;1;asso;10;NA;;11;7;;;;7;;0;;;;;;;;
15.02.2023;52;3;1;asso;11;NA;;13;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;3;1;asso;12;NA;;11;6;;;;6;;0;;;;;;;;
15.02.2023;52;3;1;asso;13;NA;;10;7;;;;7;;0;;;;;;;;
15.02.2023;52;3;1;asso;14;NA;;9;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;3;1;asso;15;NA;;15;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;3;2;asso;1;NA;;8;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;2;asso;2;NA;;16;2;;;;2;;0;;;;;;;;
15.02.2023;52;3;2;asso;3;NA;;8;2.5;;;;2.5;;0;;;;;;;;
15.02.2023;52;3;2;asso;4;NA;;5;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;2;asso;5;NA;;10;2;;;;2;;0;;;;;;;;
15.02.2023;52;3;2;asso;6;NA;;11;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;2;asso;7;NA;;14;1;;;;1;;0;;;;;;;;
15.02.2023;52;3;2;asso;8;NA;;12;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;3;2;asso;9;NA;;5;2.5;;;;2.5;;0;;;;;;;;
15.02.2023;52;3;2;asso;10;NA;;9;2;;;;2;;0;;;;;;;;
15.02.2023;52;3;2;asso;11;NA;;10;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;2;asso;12;NA;;4;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;2;asso;13;NA;;10;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;3;2;asso;14;NA;;6;5;;;;5;;0;;;;;;;;
15.02.2023;52;3;2;asso;15;NA;;7;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;4;asso;1;NA;;15;2.5;;;;2.5;;0;;;;;;;;
15.02.2023;52;3;4;asso;2;NA;;18;2;;;;2;;0;;;;;;;;
15.02.2023;52;3;4;asso;3;NA;;11;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;4;asso;4;NA;;13;2;;;;2;;0;;;;;;;;
15.02.2023;52;3;4;asso;5;NA;;12;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;4;asso;6;NA;;5;7;;;;7;;0;;;;;;;;
15.02.2023;52;3;4;asso;7;NA;;3;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;4;asso;8;NA;;5;4;;;;4;;0;;;;;;;;
15.02.2023;52;3;4;asso;9;NA;;15;3;;;;3;;0;;;;;;;;
15.02.2023;52;3;4;asso;10;NA;;9;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;3;4;asso;11;NA;;11;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;3;4;asso;12;NA;;18;7;;;;7;;0;;;;;;;;
15.02.2023;52;3;4;asso;13;NA;;9;7;;;;7;;0;;;;;;;;
15.02.2023;52;3;4;asso;14;NA;;8;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;3;4;asso;15;NA;;8;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;1;NA;;14;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;3;mono;2;NA;;5;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;3;mono;3;NA;;10;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;3;mono;4;NA;;6;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;5;NA;;11;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;3;mono;6;NA;;10;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;7;NA;;23;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;3;mono;8;NA;;8;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;9;NA;;12;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;10;NA;;17;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;3;mono;11;NA;;15;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;3;mono;12;NA;;20;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;3;mono;13;NA;;9;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;14;NA;;12;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;3;mono;15;NA;;12;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;2;mono;1;NA;;17;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;2;mono;2;NA;;11;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;3;NA;;7;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;4;NA;;9;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;2;mono;5;NA;;5;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;6;NA;;7;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;7;NA;;5;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;2;mono;8;NA;;16;3;;;;3;;0;;;;;;;;
15.02.2023;52;2;2;mono;9;NA;;23;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;2;mono;10;NA;;13;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;11;NA;;17;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;2;mono;12;NA;;12;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;13;NA;;4;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;2;2;mono;14;NA;;22;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;2;mono;15;NA;;12;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;2;1;mono;1;NA;;23;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;1;mono;2;NA;;5;8.5;;;;8.5;;0;;;;;;;;
15.02.2023;52;2;1;mono;3;NA;;20;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;2;1;mono;4;NA;;14;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;1;mono;5;NA;;17;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;1;mono;6;NA;;12;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;1;mono;7;NA;;25;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;1;mono;8;NA;;22;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;1;mono;9;NA;;19;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;1;mono;10;NA;;3;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;1;mono;11;NA;;20;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;1;mono;12;NA;;20;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;1;mono;13;NA;;8;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;1;mono;14;NA;;21;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;1;mono;15;NA;;22;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;4;mono;1;NA;;24;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;4;mono;2;NA;;10;3;;;;3;;0;;;;;;;;
15.02.2023;52;2;4;mono;3;NA;;8;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;2;4;mono;4;NA;;25;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;mono;5;NA;;12;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;mono;6;NA;;15;3.5;;;;3.5;;0;;;;;;;;
15.02.2023;52;2;4;mono;7;NA;;9;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;2;4;mono;8;NA;;18;3;;;;3;;0;;;;;;;;
15.02.2023;52;2;4;mono;9;NA;;15;5.5;;;;5.5;;0;;;;;;;;
15.02.2023;52;2;4;mono;10;NA;;27;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;mono;11;NA;;5;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;4;mono;12;NA;;21;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;4;mono;13;NA;;6;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;mono;14;NA;;20;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;4;mono;15;NA;;13;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;3;asso;1;NA;;6;8.5;;;;8.5;;0;;;;;;;;
15.02.2023;52;2;3;asso;2;NA;;31;8;;;;8;;0;;;;;;;;
15.02.2023;52;2;3;asso;3;NA;;5;8;;;;8;;0;;;;;;;;
15.02.2023;52;2;3;asso;4;NA;;18;6.5;;;;6.5;;0;;;;;;;;
15.02.2023;52;2;3;asso;5;NA;;5;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;3;asso;6;NA;;13;7.5;;;;7.5;;0;;;;;;;;
15.02.2023;52;2;3;asso;7;NA;;19;10;;;;10;;0;;;;;;;;
15.02.2023;52;2;3;asso;8;NA;;6;11;;;;11;;0;;;;;;;;
15.02.2023;52;2;3;asso;9;NA;;6;11;;;;11;;0;;;;;;;;
15.02.2023;52;2;3;asso;10;NA;;19;10.5;;;;10.5;;0;;;;;;;;
15.02.2023;52;2;3;asso;11;NA;;8;10;;;;10;;0;;;;;;;;
15.02.2023;52;2;3;asso;12;NA;;18;7;;;;7;;0;;;;;;;;
15.02.2023;52;2;3;asso;13;NA;;17;6;;;;6;;0;;;;;;;;
15.02.2023;52;2;3;asso;14;NA;;14;8;;;;8;;0;;;;;;;;
15.02.2023;52;2;3;asso;15;NA;;18;4.5;;;;4.5;;0;;;;;;;;
15.02.2023;52;2;4;asso;1;NA;;17;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;asso;2;NA;;18;3;;;;3;;0;;;;;;;;
15.02.2023;52;2;4;asso;3;NA;;16;5;;;;5;;0;;;;;;;;
15.02.2023;52;2;4;asso;4;NA;;11;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;asso;5;NA;;10;3;;;;3;;0;;;;;;;;
15.02.2023;52;2;4;asso;6;NA;;21;4;;;;4;;0;;;;;;;;
15.02.2023;52;2;4;asso;7;NA;;16;3;;;;3;;0;;;;;;;;
15.02.2023;52;2;4;asso;8;NA;;26;3;;;;3;;0;;;;;;;;
