variete;culture;bac;bloc;plante;date;no_feuille;ramif_bf_winter;Ramification;feuille_morte;H_total;stade_BBCH;H_ramification_haute;H_ramification_basse
angelico;mono;2;sudest;2; 2022.05.23;cot1;;no;yes;7;;;
angelico;mono;2;sudest;2; 2022.05.23;cot2;;no;yes;7;;;
angelico;mono;2;sudest;2; 2022.05.23;1;;no;yes;7;;;
angelico;mono;2;sudest;2; 2022.05.23;2;;no;yes;7;;;
angelico;mono;2;sudest;2; 2022.05.23;3;;no;no;7;;;
angelico;mono;2;sudest;2; 2022.05.23;4;;no;no;7;;;
angelico;mono;2;sudest;2; 2022.05.23;5;;no;no;7;;;
angelico;mono;2;sudest;2; 2022.05.23;6;;no;no;7;;;
angelico;mono;2;sudest;2; 2022.05.23;7;;no;no;7;;;
angelico;mono;2;sudest;2; 2022.05.23;8;;no;no;7;;;
angelico;mono;2;sudest;3; 2022.05.23;cot1;;no;yes;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;cot2;;no;yes;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;1;;-1;yes;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;2;;no;yes;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;3;;no;yes;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;4;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;5;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;6;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;7;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;8;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;9;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;10;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;11;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;12;;no;no;20.5;;;
angelico;mono;2;sudest;3; 2022.05.23;13;;no;no;20.5;;;
angelico;mono;2;sudest;4; 2022.05.23;cot1;;-1;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;cot2;;no;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;1;;-1;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;2;;no;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;3;;no;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;4;;no;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;5;;no;yes;20;;;
angelico;mono;2;sudest;4; 2022.05.23;6;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;7;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;8;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;9;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;10;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;11;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;12;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;13;;no;no;20;;;
angelico;mono;2;sudest;4; 2022.05.23;14;;no;no;20;;;
feliciano;mono;3;sudest;1; 2022.05.23;cot1;;no;yes;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;cot2;;no;yes;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;1;;no;yes;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;2;;no;yes;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;3;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;4;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;5;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;6;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;7;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;8;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;9;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;10;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;11;;no;no;17;;;
feliciano;mono;3;sudest;1; 2022.05.23;12;;no;no;17;;;
feliciano;mono;3;sudest;2; 2022.05.23;cot1;;no;yes;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;cot2;;no;yes;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;1;;no;yes;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;2;;no;yes;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;3;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;4;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;5;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;6;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;7;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;8;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;9;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;10;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;11;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;12;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;13;;no;no;17.5;;;
feliciano;mono;3;sudest;2; 2022.05.23;14;;no;no;17.5;;;
feliciano;mono;3;sudest;3; 2022.05.23;cot1;;no;yes;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;cot2;;no;yes;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;1;;no;yes;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;2;;no;yes;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;3;;no;yes;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;4;;no;yes;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;5;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;6;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;7;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;8;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;9;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;10;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;11;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;12;;no;no;17;;;
feliciano;mono;3;sudest;3; 2022.05.23;13;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;cot1;;no;yes;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;cot2;;no;yes;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;1;;no;yes;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;2;;no;yes;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;3;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;4;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;5;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;6;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;7;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;8;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;9;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;10;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;11;;no;no;17;;;
feliciano;mono;3;sudest;4; 2022.05.23;12;;no;no;17;;;
mambo;mono;3;sudest;1; 2022.05.23;cot1;;-1;yes;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;cot2;;no;yes;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;1;;-1;yes;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;2;;no;yes;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;3;;no;yes;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;4;;no;no;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;5;;no;no;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;6;;no;no;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;7;;no;no;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;8;;no;no;4.5;;;
mambo;mono;3;sudest;1; 2022.05.23;9;;no;no;4.5;;;
mambo;mono;3;sudest;2; 2022.05.23;cot1;;-1;yes;11;;;
mambo;mono;3;sudest;2; 2022.05.23;cot2;;no;yes;11;;;
mambo;mono;3;sudest;2; 2022.05.23;1;;-2;yes;11;;;
mambo;mono;3;sudest;2; 2022.05.23;2;;no;yes;11;;;
mambo;mono;3;sudest;2; 2022.05.23;3;;no;yes;11;;;
mambo;mono;3;sudest;2; 2022.05.23;4;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;5;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;6;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;7;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;8;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;9;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;10;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;11;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;12;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;13;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;14;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;15;;no;no;11;;;
mambo;mono;3;sudest;2; 2022.05.23;16;;no;no;11;;;
mambo;mono;3;sudest;3; 2022.05.23;cot1;;-1;yes;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;cot2;;no;yes;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;1;;-1;yes;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;2;;-1;yes;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;3;;no;yes;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;4;;no;no;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;5;;no;no;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;6;;no;no;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;7;;no;no;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;8;;no;no;5.5;;;
mambo;mono;3;sudest;3; 2022.05.23;9;;no;no;5.5;;;
mambo;mono;3;sudest;4; 2022.05.23;cot1;;-1;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;cot2;;no;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;1;;-2;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;2;;no;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;3;;no;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;4;;no;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;5;;no;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;6;;no;yes;9;;;
mambo;mono;3;sudest;4; 2022.05.23;7;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;8;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;9;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;10;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;11;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;12;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;13;;no;no;9;;;
mambo;mono;3;sudest;4; 2022.05.23;14;;no;no;9;;;
angelico;asso;3;sudouest;1; 2022.05.23;cot1;;no;yes;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;cot2;;no;yes;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;1;;no;yes;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;2;;no;yes;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;3;;no;yes;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;4;;no;yes;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;5;;no;no;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;6;;no;no;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;7;;no;no;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;8;;no;no;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;9;;no;no;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;10;;no;no;21;;;
angelico;asso;3;sudouest;1; 2022.05.23;11;;no;no;21;;;
angelico;asso;3;sudouest;2; 2022.05.23;cot1;;no;yes;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;cot2;;no;yes;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;1;;no;yes;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;2;;no;yes;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;3;;no;no;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;4;;no;no;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;5;;no;no;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;6;;no;no;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;7;;no;no;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;8;;no;no;14.5;;;
angelico;asso;3;sudouest;2; 2022.05.23;9;;no;no;14.5;;;
angelico;asso;3;sudouest;3; 2022.05.23;cot1;;no;yes;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;cot2;;no;yes;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;1;;no;yes;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;2;;no;yes;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;3;;no;yes;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;4;;no;yes;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;5;;no;no;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;6;;no;no;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;7;;no;no;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;8;;no;no;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;9;;no;no;11;;;
angelico;asso;3;sudouest;3; 2022.05.23;10;;no;no;11;;;
angelico;asso;3;sudouest;4; 2022.05.23;cot1;;no;yes;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;cot2;;no;yes;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;1;;no;yes;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;2;;no;yes;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;3;;no;yes;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;4;;no;yes;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;5;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;6;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;7;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;8;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;9;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;10;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;11;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;12;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;13;;no;no;21.5;;;
angelico;asso;3;sudouest;4; 2022.05.23;14;;no;no;21.5;;;
feliciano;asso;4;sudouest;1; 2022.05.23;cot1;;no;yes;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;cot2;;no;yes;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;1;;no;yes;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;2;;no;yes;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;3;;no;yes;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;4;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;5;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;6;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;7;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;8;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;9;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;10;;no;no;15;;;
feliciano;asso;4;sudouest;1; 2022.05.23;11;;no;no;15;;;
feliciano;asso;4;sudouest;2; 2022.05.23;cot1;;no;yes;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;cot2;;no;yes;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;1;;no;yes;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;2;;no;yes;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;3;;no;yes;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;4;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;5;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;6;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;7;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;8;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;9;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;10;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;11;;no;no;13;;;
feliciano;asso;4;sudouest;2; 2022.05.23;12;;no;no;13;;;
feliciano;asso;4;sudouest;3; 2022.05.23;cot1;;no;yes;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;cot2;;no;yes;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;1;;no;yes;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;2;;no;yes;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;3;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;4;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;5;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;6;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;7;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;8;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;9;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;10;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;11;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;12;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;13;;no;no;24;;;
feliciano;asso;4;sudouest;3; 2022.05.23;14;;no;no;24;;;
feliciano;asso;4;sudouest;4; 2022.05.23;cot1;;no;yes;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;cot2;;no;yes;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;1;;no;yes;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;2;;no;yes;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;3;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;4;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;5;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;6;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;7;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;8;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;9;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;10;;no;no;16;;;
feliciano;asso;4;sudouest;4; 2022.05.23;11;;no;no;16;;;
mambo;asso;4;sudouest;1; 2022.05.23;cot1;;no;yes;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;cot2;;no;yes;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;1;;no;yes;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;2;;no;no;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;3;;no;no;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;4;;no;no;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;5;;no;no;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;6;;no;no;7;;;
mambo;asso;4;sudouest;1; 2022.05.23;7;;no;no;7;;;
mambo;asso;4;sudouest;2; 2022.05.23;cot1;;no;yes;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;cot2;;no;yes;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;1;;no;yes;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;2;;no;yes;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;3;;no;yes;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;4;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;5;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;6;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;7;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;8;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;9;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;10;;no;no;12;;;
mambo;asso;4;sudouest;2; 2022.05.23;11;;no;no;12;;;
mambo;asso;4;sudouest;3; 2022.05.23;cot1;;no;yes;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;cot2;;no;yes;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;1;;no;yes;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;2;;no;no;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;3;;no;no;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;4;;no;no;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;5;;no;no;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;6;;no;no;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;7;;no;no;5;;;
mambo;asso;4;sudouest;3; 2022.05.23;8;;no;no;5;;;
mambo;asso;4;sudouest;4; 2022.05.23;cot1;;no;yes;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;cot2;;no;yes;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;1;;no;yes;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;2;;no;yes;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;3;;no;no;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;4;;no;no;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;5;;no;no;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;6;;no;no;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;7;;no;no;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;8;;no;no;7;;;
mambo;asso;4;sudouest;4; 2022.05.23;9;;no;no;7;;;
angelico;asso;4;sudouest;1; 2022.05.23;cot1;;no;yes;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;cot2;;no;yes;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;1;;no;yes;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;2;;no;yes;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;3;;no;yes;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;4;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;5;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;6;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;7;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;8;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;9;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;10;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;11;;no;no;17;;;
angelico;asso;4;sudouest;1; 2022.05.23;12;;no;no;17;;;
angelico;asso;4;sudouest;2; 2022.05.23;cot1;;no;yes;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;cot2;;no;yes;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;1;;no;yes;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;2;;no;yes;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;3;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;4;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;5;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;6;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;7;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;8;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;9;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;10;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;11;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;12;;no;no;20;;;
angelico;asso;4;sudouest;2; 2022.05.23;13;;no;no;20;;;
angelico;asso;4;sudouest;3; 2022.05.23;cot1;;no;yes;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;cot2;;no;yes;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;1;;no;yes;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;2;;no;yes;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;3;;no;yes;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;4;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;5;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;6;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;7;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;8;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;9;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;10;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;11;;no;no;16.5;;;
angelico;asso;4;sudouest;3; 2022.05.23;12;;no;no;16.5;;;
angelico;asso;4;sudouest;4; 2022.05.23;cot1;;no;yes;11.5;;;
angelico;asso;4;sudouest;4; 2022.05.23;cot2;;no;yes;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;1;;no;yes;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;2;;no;yes;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;3;;no;yes;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;4;;no;no;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;5;;no;no;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;6;;no;no;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;7;;no;no;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;8;;no;no;10;;;
angelico;asso;4;sudouest;4; 2022.05.23;9;;no;no;10;;;
feliciano;asso;5;sudouest;1; 2022.05.23;cot1;;no;yes;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;cot2;;no;yes;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;1;;no;yes;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;2;;no;yes;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;3;;no;yes;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;4;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;5;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;6;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;7;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;8;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;9;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;10;;no;no;19.5;;;
feliciano;asso;5;sudouest;1; 2022.05.23;11;;no;no;19.5;;;
